Attendance_Date,Employee_ID,Attendance_Status
2026-08-06 00:00:00,E1103,Present
2026-08-06 00:00:00,E1104,Present
2026-08-06 00:00:00,E1105,Present
2026-08-06 00:00:00,E1106,Leave
2026-08-06 00:00:00,E1107,Present
2026-08-06 00:00:00,E1108,Present
2026-08-06 00:00:00,E1109,Present
2026-08-06 00:00:00,E1110,Present
2026-08-06 00:00:00,E1111,Present
2026-08-06 00:00:00,E1112,Present
2026-08-06 00:00:00,E1113,Present
2026-08-06 00:00:00,E1114,Leave
2026-08-06 00:00:00,E1115,Leave
2026-08-06 00:00:00,E1116,Present
2026-08-06 00:00:00,E1117,Present
2026-08-06 00:00:00,E1118,Leave
2026-08-06 00:00:00,E1119,Present
2026-08-06 00:00:00,E1120,Present
2026-08-07 00:00:00,E1002,Absent
2026-08-07 00:00:00,E1003,Present
2026-08-07 00:00:00,E1004,Present
2026-08-07 00:00:00,E1005,Leave
2026-08-07 00:00:00,E1006,Present
2026-08-07 00:00:00,E1007,Present
2026-08-07 00:00:00,E1008,Present
2026-08-07 00:00:00,E1009,Present
2026-08-07 00:00:00,E1010,Present
2026-08-07 00:00:00,E1011,Present
2026-08-07 00:00:00,E1012,Present
2026-08-07 00:00:00,E1013,Present
2026-08-07 00:00:00,E1014,Present
2026-08-07 00:00:00,E1015,WFH
2026-08-07 00:00:00,E1016,Absent
2026-08-07 00:00:00,E1017,Present
2026-08-07 00:00:00,E1018,Absent
2026-08-07 00:00:00,E1019,Present
2026-08-07 00:00:00,E1020,Present
2026-08-07 00:00:00,E1021,Present
2026-08-07 00:00:00,E1022,Present
2026-08-07 00:00:00,E1023,Leave
2026-08-07 00:00:00,E1024,Present
2026-08-07 00:00:00,E1025,Present
2026-08-07 00:00:00,E1026,Present
2026-08-07 00:00:00,E1027,Present
2026-08-07 00:00:00,E1028,Present
2026-08-07 00:00:00,E1029,Leave
2026-08-07 00:00:00,E1030,Present
2026-08-07 00:00:00,E1031,Absent
2026-08-07 00:00:00,E1032,Absent
2026-08-07 00:00:00,E1033,Present
2026-08-07 00:00:00,E1034,Present
2026-08-07 00:00:00,E1035,Present
2026-08-07 00:00:00,E1036,Present
2026-08-07 00:00:00,E1037,Present
2026-08-07 00:00:00,E1038,Present
2026-08-07 00:00:00,E1039,Present
2026-08-07 00:00:00,E1041,Present
2026-08-07 00:00:00,E1042,Present
2026-08-07 00:00:00,E1043,Present
2026-08-07 00:00:00,E1044,Leave
2026-08-07 00:00:00,E1045,Present
2026-08-07 00:00:00,E1046,Present
2026-08-07 00:00:00,E1047,Present
2026-08-07 00:00:00,E1048,Present
2026-08-07 00:00:00,E1049,Present
2026-08-07 00:00:00,E1050,Present
2026-08-07 00:00:00,E1051,Present
2026-08-07 00:00:00,E1052,Present
2026-08-07 00:00:00,E1053,Present
2026-08-07 00:00:00,E1054,Present
2026-08-07 00:00:00,E1055,Present
2026-08-07 00:00:00,E1056,Present
2026-08-07 00:00:00,E1057,Present
2026-08-07 00:00:00,E1058,Present
2026-08-07 00:00:00,E1059,Present
2026-08-07 00:00:00,E1060,Present
2026-08-07 00:00:00,E1061,Present
2026-08-07 00:00:00,E1062,Present
2026-08-07 00:00:00,E1063,Present
2026-08-07 00:00:00,E1064,Leave
2026-08-07 00:00:00,E1065,WFH
2026-08-07 00:00:00,E1066,Absent
2026-08-07 00:00:00,E1067,WFH
2026-08-07 00:00:00,E1068,Present
2026-08-07 00:00:00,E1069,Present
2026-08-07 00:00:00,E1070,Present
2026-08-07 00:00:00,E1071,Absent
2026-08-07 00:00:00,E1072,Present
2026-08-07 00:00:00,E1073,Present
2026-08-07 00:00:00,E1074,Present
2026-08-07 00:00:00,E1075,Present
2026-08-07 00:00:00,E1076,Present
2026-08-07 00:00:00,E1077,Present
2026-08-07 00:00:00,E1078,Present
2026-08-07 00:00:00,E1079,Present
2026-08-07 00:00:00,E1080,Present
2026-08-07 00:00:00,E1081,Present
2026-08-07 00:00:00,E1082,Leave
2026-08-07 00:00:00,E1083,Present
2026-08-07 00:00:00,E1084,Present
2026-08-07 00:00:00,E1085,Present
2026-08-07 00:00:00,E1086,Present
2026-08-07 00:00:00,E1087,Present
2026-08-07 00:00:00,E1088,Present
2026-08-07 00:00:00,E1089,Present
2026-08-07 00:00:00,E1090,Present
2026-08-07 00:00:00,E1091,WFH
2026-08-07 00:00:00,E1092,Present
2026-08-07 00:00:00,E1093,Present
2026-08-07 00:00:00,E1094,Present
2026-08-07 00:00:00,E1095,Present
2026-08-07 00:00:00,E1096,Present
2026-08-07 00:00:00,E1097,Absent
2026-08-07 00:00:00,E1098,Leave
2026-08-07 00:00:00,E1099,Present
2026-08-07 00:00:00,E1100,Leave
2026-08-07 00:00:00,E1101,Leave
2026-08-07 00:00:00,E1102,Present
2026-08-07 00:00:00,E1103,Leave
2026-08-07 00:00:00,E1104,Present
2026-08-07 00:00:00,E1105,Present
2026-08-07 00:00:00,E1106,Absent
2026-08-07 00:00:00,E1107,Present
2026-08-07 00:00:00,E1108,Present
2026-08-07 00:00:00,E1109,Present
2026-08-07 00:00:00,E1110,Absent
2026-08-07 00:00:00,E1111,Present
2026-08-07 00:00:00,E1112,Present
2026-08-07 00:00:00,E1113,Present
2026-08-07 00:00:00,E1114,Present
2026-08-07 00:00:00,E1115,Present
2026-08-07 00:00:00,E1116,Present
2026-08-07 00:00:00,E1117,WFH
2026-08-07 00:00:00,E1118,Present
2026-08-07 00:00:00,E1119,Leave
2026-08-07 00:00:00,E1120,Present
2026-08-08 00:00:00,E1002,Present
2026-08-08 00:00:00,E1003,Present
2026-08-08 00:00:00,E1004,Leave
2026-08-08 00:00:00,E1005,Present
2026-08-08 00:00:00,E1006,Present
2026-08-08 00:00:00,E1007,Present
2026-08-08 00:00:00,E1008,Present
2026-08-08 00:00:00,E1009,Present
2026-08-08 00:00:00,E1010,Present
2026-08-08 00:00:00,E1011,Present
2026-08-08 00:00:00,E1012,Present
2026-08-08 00:00:00,E1013,Present
2026-08-08 00:00:00,E1014,Present
2026-08-08 00:00:00,E1015,Present
2026-08-08 00:00:00,E1016,Present
2026-08-08 00:00:00,E1017,Present
2026-08-08 00:00:00,E1018,Absent
2026-08-08 00:00:00,E1019,Leave
2026-08-08 00:00:00,E1020,Present
2026-08-08 00:00:00,E1021,Present
2026-08-08 00:00:00,E1022,Present
2026-08-08 00:00:00,E1023,Present
2026-08-08 00:00:00,E1024,Present
2026-08-08 00:00:00,E1025,Present
2026-08-08 00:00:00,E1026,Present
2026-08-08 00:00:00,E1027,Leave
2026-08-08 00:00:00,E1028,Present
2026-08-08 00:00:00,E1029,Present
2026-08-08 00:00:00,E1030,Present
2026-08-08 00:00:00,E1031,Present
2026-08-08 00:00:00,E1032,Present
2026-08-08 00:00:00,E1033,Present
2026-08-08 00:00:00,E1034,Present
2026-08-08 00:00:00,E1035,Present
2026-08-08 00:00:00,E1036,Present
2026-08-08 00:00:00,E1037,Present
2026-08-08 00:00:00,E1038,Present
2026-08-08 00:00:00,E1039,Present
2026-08-08 00:00:00,E1041,Present
2026-08-08 00:00:00,E1042,Present
2026-08-08 00:00:00,E1043,Present
2026-08-08 00:00:00,E1044,Present
2026-08-08 00:00:00,E1045,Absent
2026-08-08 00:00:00,E1046,Present
2026-08-08 00:00:00,E1047,WFH
2026-08-08 00:00:00,E1048,Present
2026-08-08 00:00:00,E1049,Present
2026-08-08 00:00:00,E1050,Present
2026-08-08 00:00:00,E1051,Present
2026-08-08 00:00:00,E1052,Absent
2026-08-08 00:00:00,E1053,Absent
2026-08-08 00:00:00,E1054,Present
2026-08-08 00:00:00,E1055,Present
2026-08-08 00:00:00,E1056,Present
2026-08-08 00:00:00,E1057,Leave
2026-08-08 00:00:00,E1058,Present
2026-08-08 00:00:00,E1059,Leave
2026-08-08 00:00:00,E1060,Present
2026-08-08 00:00:00,E1061,Present
2026-08-08 00:00:00,E1062,Present
2026-08-08 00:00:00,E1063,Absent
2026-08-08 00:00:00,E1064,WFH
2026-08-08 00:00:00,E1065,Present
2026-08-08 00:00:00,E1066,Present
2026-08-08 00:00:00,E1067,Absent
2026-08-08 00:00:00,E1068,Present
2026-08-08 00:00:00,E1069,Present
2026-08-08 00:00:00,E1070,Present
2026-08-08 00:00:00,E1071,Present
2026-08-08 00:00:00,E1072,Present
2026-08-08 00:00:00,E1073,Present
2026-08-08 00:00:00,E1074,Present
2026-08-08 00:00:00,E1075,Present
2026-08-08 00:00:00,E1076,Present
2026-08-08 00:00:00,E1077,Present
2026-08-08 00:00:00,E1078,Leave
2026-08-08 00:00:00,E1079,Present
2026-08-08 00:00:00,E1080,Present
2026-08-08 00:00:00,E1081,Present
2026-08-08 00:00:00,E1082,Present
2026-08-08 00:00:00,E1083,Present
2026-08-08 00:00:00,E1084,Leave
2026-08-08 00:00:00,E1085,Present
2026-08-08 00:00:00,E1086,Present
2026-08-08 00:00:00,E1087,Present
2026-08-08 00:00:00,E1088,Present
2026-08-08 00:00:00,E1089,Present
2026-08-08 00:00:00,E1090,WFH
2026-08-08 00:00:00,E1091,Present
2026-08-08 00:00:00,E1092,Present
2026-08-08 00:00:00,E1093,Present
2026-08-08 00:00:00,E1094,Present
2026-08-08 00:00:00,E1095,Present
2026-08-08 00:00:00,E1096,Present
2026-08-08 00:00:00,E1097,Present
2026-08-08 00:00:00,E1098,Leave
2026-08-08 00:00:00,E1099,Present
2026-08-08 00:00:00,E1100,Present
2026-08-08 00:00:00,E1101,Present
2026-08-08 00:00:00,E1102,Present
2026-08-08 00:00:00,E1103,Present
2026-08-08 00:00:00,E1104,Leave
2026-08-08 00:00:00,E1105,Absent
2026-08-08 00:00:00,E1106,Present
2026-08-08 00:00:00,E1107,Present
2026-08-08 00:00:00,E1108,Present
2026-08-08 00:00:00,E1109,Present
2026-08-08 00:00:00,E1110,Present
2026-08-08 00:00:00,E1111,WFH
2026-08-08 00:00:00,E1112,Present
2026-08-08 00:00:00,E1113,Present
2026-08-08 00:00:00,E1114,Present
2026-08-08 00:00:00,E1115,Present
2026-08-08 00:00:00,E1116,Present
2026-08-08 00:00:00,E1117,Present
2026-08-08 00:00:00,E1118,Present
2026-08-08 00:00:00,E1119,Present
2026-08-08 00:00:00,E1120,WFH
2026-08-09 00:00:00,E1002,Present
2026-08-09 00:00:00,E1003,Present
2026-08-09 00:00:00,E1004,WFH
2026-08-09 00:00:00,E1005,Present
2026-08-09 00:00:00,E1006,Present
2026-08-09 00:00:00,E1007,WFH
2026-08-09 00:00:00,E1008,Absent
2026-08-09 00:00:00,E1009,Present
2026-08-09 00:00:00,E1010,Present
2026-08-09 00:00:00,E1011,Present
2026-08-09 00:00:00,E1012,Present
2026-08-09 00:00:00,E1013,Present
2026-08-09 00:00:00,E1014,Present
2026-08-09 00:00:00,E1015,Present
2026-08-09 00:00:00,E1016,Present
2026-08-09 00:00:00,E1017,Present
2026-08-09 00:00:00,E1018,Leave
2026-08-09 00:00:00,E1019,Present
2026-08-09 00:00:00,E1020,Present
2026-08-09 00:00:00,E1021,Absent
2026-08-09 00:00:00,E1022,Present
2026-08-09 00:00:00,E1023,WFH
2026-08-09 00:00:00,E1024,Present
2026-08-09 00:00:00,E1025,Absent
2026-08-09 00:00:00,E1026,Present
2026-08-09 00:00:00,E1027,Present
2026-08-09 00:00:00,E1028,Present
2026-08-09 00:00:00,E1029,Present
2026-08-09 00:00:00,E1030,Present
2026-08-09 00:00:00,E1031,Present
2026-08-09 00:00:00,E1032,Present
2026-08-09 00:00:00,E1033,Present
2026-08-09 00:00:00,E1034,Present
2026-08-09 00:00:00,E1035,Present
2026-08-09 00:00:00,E1036,Leave
2026-08-09 00:00:00,E1037,Present
2026-08-09 00:00:00,E1038,Present
2026-08-09 00:00:00,E1039,Present
2026-08-09 00:00:00,E1041,Present
2026-08-09 00:00:00,E1042,Present
2026-08-09 00:00:00,E1043,Absent
2026-08-09 00:00:00,E1044,Leave
2026-08-09 00:00:00,E1045,Present
2026-08-09 00:00:00,E1046,Present
2026-08-09 00:00:00,E1047,Present
2026-08-09 00:00:00,E1048,Present
2026-08-09 00:00:00,E1049,Present
2026-08-09 00:00:00,E1050,Present
2026-08-09 00:00:00,E1051,Present
2026-08-09 00:00:00,E1052,Present
2026-08-09 00:00:00,E1053,Leave
2026-08-09 00:00:00,E1054,Present
2026-08-09 00:00:00,E1055,Leave
2026-08-09 00:00:00,E1056,Present
2026-08-09 00:00:00,E1057,Present
2026-08-09 00:00:00,E1058,Present
2026-08-09 00:00:00,E1059,Present
2026-08-09 00:00:00,E1060,Absent
2026-08-09 00:00:00,E1061,Present
2026-08-09 00:00:00,E1062,Present
2026-08-09 00:00:00,E1063,Present
2026-08-09 00:00:00,E1064,Present
2026-08-09 00:00:00,E1065,Present
2026-08-09 00:00:00,E1066,Present
2026-08-09 00:00:00,E1067,Present
2026-08-09 00:00:00,E1068,Present
2026-08-09 00:00:00,E1069,Leave
2026-08-09 00:00:00,E1070,Present
2026-08-09 00:00:00,E1071,Present
2026-08-09 00:00:00,E1072,Present
2026-08-09 00:00:00,E1073,Present
2026-08-09 00:00:00,E1074,Present
2026-08-09 00:00:00,E1075,Present
2026-08-09 00:00:00,E1076,Present
2026-08-09 00:00:00,E1077,Present
2026-08-09 00:00:00,E1078,Present
2026-08-09 00:00:00,E1079,Absent
2026-08-09 00:00:00,E1080,Present
2026-08-09 00:00:00,E1081,Leave
2026-08-09 00:00:00,E1082,Leave
2026-08-09 00:00:00,E1083,Present
2026-08-09 00:00:00,E1084,WFH
2026-08-09 00:00:00,E1085,Present
2026-08-09 00:00:00,E1086,Present
2026-08-09 00:00:00,E1087,Present
2026-08-09 00:00:00,E1088,Present
2026-08-09 00:00:00,E1089,Present
2026-08-09 00:00:00,E1090,Present
2026-08-09 00:00:00,E1091,Present
2026-08-09 00:00:00,E1092,Present
2026-08-09 00:00:00,E1093,Present
2026-08-09 00:00:00,E1094,Present
2026-08-09 00:00:00,E1095,Present
2026-08-09 00:00:00,E1096,Present
2026-08-09 00:00:00,E1097,Present
2026-08-09 00:00:00,E1098,Leave
2026-08-09 00:00:00,E1099,Present
2026-08-09 00:00:00,E1100,Present
2026-08-09 00:00:00,E1101,Present
2026-08-09 00:00:00,E1102,Present
2026-08-09 00:00:00,E1103,Present
2026-08-09 00:00:00,E1104,Present
2026-08-09 00:00:00,E1105,Present
2026-08-09 00:00:00,E1106,Present
2026-08-09 00:00:00,E1107,Present
2026-08-09 00:00:00,E1108,Present
2026-08-09 00:00:00,E1109,Present
2026-08-09 00:00:00,E1110,Present
2026-08-09 00:00:00,E1111,Present
2026-08-09 00:00:00,E1112,Present
2026-08-09 00:00:00,E1113,WFH
2026-08-09 00:00:00,E1114,WFH
2026-08-09 00:00:00,E1115,Present
2026-08-09 00:00:00,E1116,Present
2026-08-09 00:00:00,E1117,Present
2026-08-09 00:00:00,E1118,Present
2026-08-09 00:00:00,E1119,Present
2026-08-09 00:00:00,E1120,Present
2026-08-10 00:00:00,E1002,Present
2026-08-10 00:00:00,E1003,Present
2026-08-10 00:00:00,E1004,WFH
2026-08-10 00:00:00,E1005,Present
2026-08-10 00:00:00,E1006,Leave
2026-08-10 00:00:00,E1007,WFH
2026-08-10 00:00:00,E1008,Present
2026-08-10 00:00:00,E1009,Present
2026-08-10 00:00:00,E1010,Present
2026-08-10 00:00:00,E1011,Present
2026-08-10 00:00:00,E1012,Present
2026-08-10 00:00:00,E1013,Present
2026-08-10 00:00:00,E1014,Leave
2026-08-10 00:00:00,E1015,Absent
2026-08-10 00:00:00,E1016,Present
2026-08-10 00:00:00,E1017,Present
2026-08-10 00:00:00,E1018,Present
2026-08-10 00:00:00,E1019,Present
2026-08-10 00:00:00,E1020,Present
2026-08-10 00:00:00,E1021,Present
2026-08-10 00:00:00,E1022,Present
2026-08-10 00:00:00,E1023,Present
2026-08-10 00:00:00,E1024,Present
2026-08-10 00:00:00,E1025,Absent
2026-08-10 00:00:00,E1026,Leave
2026-08-10 00:00:00,E1027,Present
2026-08-10 00:00:00,E1028,Present
2026-08-10 00:00:00,E1029,Present
2026-08-10 00:00:00,E1030,Leave
2026-08-10 00:00:00,E1031,Present
2026-08-10 00:00:00,E1032,WFH
2026-08-10 00:00:00,E1033,Present
2026-08-10 00:00:00,E1034,Present
2026-08-10 00:00:00,E1035,Present
2026-08-10 00:00:00,E1036,Present
2026-08-10 00:00:00,E1037,Present
2026-08-10 00:00:00,E1038,Present
2026-08-10 00:00:00,E1039,Present
2026-08-10 00:00:00,E1041,Present
2026-08-10 00:00:00,E1042,Leave
2026-08-10 00:00:00,E1043,Present
2026-08-10 00:00:00,E1044,WFH
2026-08-10 00:00:00,E1045,Present
2026-08-10 00:00:00,E1046,Present
2026-08-10 00:00:00,E1047,Leave
2026-08-10 00:00:00,E1048,Present
2026-08-10 00:00:00,E1049,WFH
2026-08-10 00:00:00,E1050,Present
2026-08-10 00:00:00,E1051,Present
2026-08-10 00:00:00,E1052,Present
2026-08-10 00:00:00,E1053,Leave
2026-08-10 00:00:00,E1054,WFH
2026-08-10 00:00:00,E1055,Present
2026-08-10 00:00:00,E1056,Present
2026-08-10 00:00:00,E1057,Present
2026-08-10 00:00:00,E1058,Present
2026-08-10 00:00:00,E1059,Present
2026-08-10 00:00:00,E1060,Present
2026-08-10 00:00:00,E1061,Absent
2026-08-10 00:00:00,E1062,Present
2026-08-10 00:00:00,E1063,Present
2026-08-10 00:00:00,E1064,Present
2026-08-10 00:00:00,E1065,Present
2026-08-10 00:00:00,E1066,Present
2026-08-10 00:00:00,E1067,Present
2026-08-10 00:00:00,E1068,Present
2026-08-10 00:00:00,E1069,Present
2026-08-10 00:00:00,E1070,Present
2026-08-10 00:00:00,E1071,Absent
2026-08-10 00:00:00,E1072,Present
2026-08-10 00:00:00,E1073,Leave
2026-08-10 00:00:00,E1074,Present
2026-08-10 00:00:00,E1075,Present
2026-08-10 00:00:00,E1076,Present
2026-08-10 00:00:00,E1077,Present
2026-08-10 00:00:00,E1078,Present
2026-08-10 00:00:00,E1079,Present
2026-08-10 00:00:00,E1080,Present
2026-08-10 00:00:00,E1081,Present
2026-08-10 00:00:00,E1082,Leave
2026-08-10 00:00:00,E1083,Present
2026-08-10 00:00:00,E1084,WFH
2026-08-10 00:00:00,E1085,Present
2026-08-10 00:00:00,E1086,Present
2026-08-10 00:00:00,E1087,Present
2026-08-10 00:00:00,E1088,Present
2026-08-10 00:00:00,E1089,Present
2026-08-10 00:00:00,E1090,Present
2026-08-10 00:00:00,E1091,Present
2026-08-10 00:00:00,E1092,Present
2026-08-10 00:00:00,E1093,Present
2026-08-10 00:00:00,E1094,Present
2026-08-10 00:00:00,E1095,Leave
2026-08-10 00:00:00,E1096,Leave
2026-08-10 00:00:00,E1097,Absent
2026-08-10 00:00:00,E1098,Present
2026-08-10 00:00:00,E1099,Present
2026-08-10 00:00:00,E1100,Present
2026-08-10 00:00:00,E1101,Present
2026-08-10 00:00:00,E1102,WFH
2026-08-10 00:00:00,E1103,Leave
2026-08-10 00:00:00,E1104,Present
2026-08-10 00:00:00,E1105,Present
2026-08-10 00:00:00,E1106,Absent
2026-08-10 00:00:00,E1107,Present
2026-08-10 00:00:00,E1108,Present
2026-08-10 00:00:00,E1109,Present
2026-08-10 00:00:00,E1110,Present
2026-08-10 00:00:00,E1111,Present
2026-08-10 00:00:00,E1112,Absent
2026-08-10 00:00:00,E1113,Present
2026-08-10 00:00:00,E1114,Present
2026-08-10 00:00:00,E1115,Present
2026-08-10 00:00:00,E1116,Present
2026-08-10 00:00:00,E1117,Present
2026-08-10 00:00:00,E1118,Present
2026-08-10 00:00:00,E1119,Present
2026-08-10 00:00:00,E1120,Present
2026-08-11 00:00:00,E1002,Present
2026-08-11 00:00:00,E1003,Present
2026-08-11 00:00:00,E1004,Present
2026-08-11 00:00:00,E1005,Present
2026-08-11 00:00:00,E1006,Present
2026-08-11 00:00:00,E1007,Present
2026-08-11 00:00:00,E1008,Present
2026-08-11 00:00:00,E1009,Present
2026-08-11 00:00:00,E1010,Present
2026-08-11 00:00:00,E1011,WFH
2026-08-11 00:00:00,E1012,Present
2026-08-11 00:00:00,E1013,Present
2026-08-11 00:00:00,E1014,Absent
2026-08-11 00:00:00,E1015,WFH
2026-08-11 00:00:00,E1016,Present
2026-08-11 00:00:00,E1017,Present
2026-08-11 00:00:00,E1018,Present
2026-08-11 00:00:00,E1019,Present
2026-08-11 00:00:00,E1020,Leave
2026-08-11 00:00:00,E1021,Present
2026-08-11 00:00:00,E1022,Present
2026-08-11 00:00:00,E1023,Present
2026-08-11 00:00:00,E1024,Present
2026-08-11 00:00:00,E1025,Present
2026-08-11 00:00:00,E1026,WFH
2026-08-11 00:00:00,E1027,Present
2026-08-11 00:00:00,E1028,Present
2026-08-11 00:00:00,E1029,Present
2026-08-11 00:00:00,E1030,Present
2026-08-11 00:00:00,E1031,Present
2026-08-11 00:00:00,E1032,Present
2026-08-11 00:00:00,E1033,Present
2026-08-11 00:00:00,E1034,Present
2026-08-11 00:00:00,E1035,Present
2026-08-11 00:00:00,E1036,Present
2026-08-11 00:00:00,E1037,Present
2026-08-11 00:00:00,E1038,Leave
2026-08-11 00:00:00,E1039,Present
2026-08-11 00:00:00,E1041,Present
2026-08-11 00:00:00,E1042,Present
2026-08-11 00:00:00,E1043,Absent
2026-08-11 00:00:00,E1044,Present
2026-08-11 00:00:00,E1045,Present
2026-08-11 00:00:00,E1046,Present
2026-08-11 00:00:00,E1047,Absent
2026-08-11 00:00:00,E1048,Absent
2026-08-11 00:00:00,E1049,Present
2026-08-11 00:00:00,E1050,Leave
2026-08-11 00:00:00,E1051,Present
2026-08-11 00:00:00,E1052,Present
2026-08-11 00:00:00,E1053,Present
2026-08-11 00:00:00,E1054,Present
2026-08-11 00:00:00,E1055,Absent
2026-08-11 00:00:00,E1056,Present
2026-08-11 00:00:00,E1057,Present
2026-08-11 00:00:00,E1058,Present
2026-08-11 00:00:00,E1059,Present
2026-08-11 00:00:00,E1060,Present
2026-08-11 00:00:00,E1061,Present
2026-08-11 00:00:00,E1062,Present
2026-08-11 00:00:00,E1063,Present
2026-08-11 00:00:00,E1064,Leave
2026-08-11 00:00:00,E1065,Present
2026-08-11 00:00:00,E1066,Present
2026-08-11 00:00:00,E1067,Absent
2026-08-11 00:00:00,E1068,Present
2026-08-11 00:00:00,E1069,Present
2026-08-11 00:00:00,E1070,Present
2026-08-11 00:00:00,E1071,Present
2026-08-11 00:00:00,E1072,Present
2026-08-11 00:00:00,E1073,Leave
2026-08-11 00:00:00,E1074,Leave
2026-08-11 00:00:00,E1075,Present
2026-08-11 00:00:00,E1076,Present
2026-08-11 00:00:00,E1077,Absent
2026-08-11 00:00:00,E1078,Present
2026-08-11 00:00:00,E1079,Leave
2026-08-11 00:00:00,E1080,Present
2026-08-11 00:00:00,E1081,WFH
2026-08-11 00:00:00,E1082,Leave
2026-08-11 00:00:00,E1083,Absent
2026-08-11 00:00:00,E1084,Present
2026-08-11 00:00:00,E1085,Present
2026-08-11 00:00:00,E1086,Present
2026-08-11 00:00:00,E1087,Present
2026-08-11 00:00:00,E1088,Present
2026-08-11 00:00:00,E1089,Leave
2026-08-11 00:00:00,E1090,Present
2026-08-11 00:00:00,E1091,Present
2026-08-11 00:00:00,E1092,Present
2026-08-11 00:00:00,E1093,Present
2026-08-11 00:00:00,E1094,Present
2026-08-11 00:00:00,E1095,Absent
2026-08-11 00:00:00,E1096,Present
2026-08-11 00:00:00,E1097,Present
2026-08-11 00:00:00,E1098,Present
2026-08-11 00:00:00,E1099,Present
2026-08-11 00:00:00,E1100,Present
2026-08-11 00:00:00,E1101,Present
2026-08-11 00:00:00,E1102,Present
2026-08-11 00:00:00,E1103,Present
2026-08-11 00:00:00,E1104,Present
2026-08-11 00:00:00,E1105,Present
2026-08-11 00:00:00,E1106,Absent
2026-08-11 00:00:00,E1107,Present
2026-08-11 00:00:00,E1108,Present
2026-08-11 00:00:00,E1109,Present
2026-08-11 00:00:00,E1110,Present
2026-08-11 00:00:00,E1111,Present
2026-08-11 00:00:00,E1112,Present
2026-08-11 00:00:00,E1113,Present
2026-08-11 00:00:00,E1114,Present
2026-08-11 00:00:00,E1115,Present
2026-08-11 00:00:00,E1116,Leave
2026-08-11 00:00:00,E1117,Present
2026-08-11 00:00:00,E1118,Present
2026-08-11 00:00:00,E1119,Present
2026-08-11 00:00:00,E1120,Present
2026-08-12 00:00:00,E1002,Present
2026-08-12 00:00:00,E1003,Leave
2026-08-12 00:00:00,E1004,Present
2026-08-12 00:00:00,E1005,Present
2026-08-12 00:00:00,E1006,Present
2026-08-12 00:00:00,E1007,Leave
2026-08-12 00:00:00,E1008,Present
2026-08-12 00:00:00,E1009,Leave
2026-08-12 00:00:00,E1010,Present
2026-08-12 00:00:00,E1011,Present
2026-08-12 00:00:00,E1012,Present
2026-08-12 00:00:00,E1013,Present
2026-08-12 00:00:00,E1014,Present
2026-08-12 00:00:00,E1015,Present
2026-08-12 00:00:00,E1016,Present
2026-08-12 00:00:00,E1017,Present
2026-08-12 00:00:00,E1018,Leave
2026-08-12 00:00:00,E1019,Present
2026-08-12 00:00:00,E1020,Present
2026-08-12 00:00:00,E1021,Present
2026-08-12 00:00:00,E1022,Present
2026-08-12 00:00:00,E1023,Leave
2026-08-12 00:00:00,E1024,Present
2026-08-12 00:00:00,E1025,Present
2026-08-12 00:00:00,E1026,Present
2026-08-12 00:00:00,E1027,Present
2026-08-12 00:00:00,E1028,Present
2026-08-12 00:00:00,E1029,Present
2026-08-12 00:00:00,E1030,Present
2026-08-12 00:00:00,E1031,Absent
2026-08-12 00:00:00,E1032,Present
2026-08-12 00:00:00,E1033,WFH
2026-08-12 00:00:00,E1034,Present
2026-08-12 00:00:00,E1035,Present
2026-08-12 00:00:00,E1036,Present
2026-08-12 00:00:00,E1037,Present
2026-08-12 00:00:00,E1038,Present
2026-08-12 00:00:00,E1039,Present
2026-08-12 00:00:00,E1041,Present
2026-08-12 00:00:00,E1042,Present
2026-08-12 00:00:00,E1043,Present
2026-08-12 00:00:00,E1044,Absent
2026-08-12 00:00:00,E1045,Leave
2026-08-12 00:00:00,E1046,Present
2026-08-12 00:00:00,E1047,Present
2026-08-12 00:00:00,E1048,Present
2026-08-12 00:00:00,E1049,Present
2026-08-12 00:00:00,E1050,Present
2026-08-12 00:00:00,E1051,Present
2026-08-12 00:00:00,E1052,Present
2026-08-12 00:00:00,E1053,Absent
2026-08-12 00:00:00,E1054,WFH
2026-08-12 00:00:00,E1055,Leave
2026-08-12 00:00:00,E1056,WFH
2026-08-12 00:00:00,E1057,Present
2026-08-12 00:00:00,E1058,Present
2026-08-12 00:00:00,E1059,Present
2026-08-12 00:00:00,E1060,Present
2026-08-12 00:00:00,E1061,Present
2026-08-12 00:00:00,E1062,Present
2026-08-12 00:00:00,E1063,Leave
2026-08-12 00:00:00,E1064,Present
2026-08-12 00:00:00,E1065,Present
2026-08-12 00:00:00,E1066,Present
2026-08-12 00:00:00,E1067,WFH
2026-08-12 00:00:00,E1068,Present
2026-08-12 00:00:00,E1069,WFH
2026-08-12 00:00:00,E1070,WFH
2026-08-12 00:00:00,E1071,Present
2026-08-12 00:00:00,E1072,Leave
2026-08-12 00:00:00,E1073,Present
2026-08-12 00:00:00,E1074,Present
2026-08-12 00:00:00,E1075,Present
2026-08-12 00:00:00,E1076,Leave
2026-08-12 00:00:00,E1077,Present
2026-08-12 00:00:00,E1078,Present
2026-08-12 00:00:00,E1079,Present
2026-08-12 00:00:00,E1080,Present
2026-08-12 00:00:00,E1081,Present
2026-08-12 00:00:00,E1082,WFH
2026-08-12 00:00:00,E1083,Present
2026-08-12 00:00:00,E1084,Present
2026-08-12 00:00:00,E1085,Present
