Sale_ID,Sale_Date,Employee_ID,Customer_ID,Product_ID,Quantity,Unit_Price,Gross_Sales,Region_Code
S501497,1/12/2026 0:00,E1112,C2414,P3046,1,7391.26,6674.08,R02
S501498,2/9/2026 0:00,E1072,C2264,P3026,9,41379.43,373573.94,R02
S501499,4/28/2026 0:00,E1117,C2149,P3022,8,19428.07,150386.18,R05
S501500,1/20/2026 0:00,E1090,C2278,P3012,1,20628.64,20187.47,R03
S501501,8/10/2026 0:00,E1007,C2274,P3032,2,66344.43,130598.94,R01
S501502,6/15/2026 0:00,E1028,C2194,P3027,2,3495.09,7058.39,R04
S501503,5/11/2026 0:00,E1084,C2432,P3033,2,17298.96,35452.49,R01
S501504,6/5/2026 0:00,E1090,C2172,P3053,6,16451.3,98405.67,R03
S501505,7/3/2026 0:00,E1103,C2265,P3052,4,64744.08,254984.48,R02
S501506,3/31/2026 0:00,E1025,C2023,P3020,8,8239.05,63016.56,R03
S501507,4/4/2026 0:00,E1104,C2310,P3039,1,26668.25,24552.97,R04
S501508,1/13/2026 0:00,E1035,C2026,P3041,10,58594.28,611599.27,R06
S501509,7/24/2026 0:00,E1042,C2350,P3040,4,17956.07,69617.58,R03
S501510,3/7/2026 0:00,E1049,C2356,P3059,10,17588.05,173230.3,R04
S501511,2/6/2026 0:00,E1081,C2026,P3013,11,31162.8,347130.86,R06
S501512,6/26/2026 0:00,E1077,C2034,P3014,5,9360.99,42604.75,R05
S501513,8/18/2026 0:00,E1088,C2264,P3044,9,31924.43,295437.13,R04
S501514,3/7/2026 0:00,E1120,C2138,P3040,5,17956.07,91535.9,R04
S501515,2/5/2026 0:00,E1025,C2304,P3053,11,16451.3,183889.46,R03
S501516,7/1/2026 0:00,E1067,C2183,P3022,3,19428.07,52647.98,R01
S501517,1/26/2026 0:00,E1019,C2363,P3018,11,39505.96,425430.05,R03
S501518,3/16/2026 0:00,E1046,C2242,P3048,4,34019.63,123578.38,R04
S501519,7/19/2026 0:00,E1078,C2054,P3029,10,71367.4,701278.12,R01
S501520,4/18/2026 0:00,E1059,C2168,P3043,7,61740.42,435539.81,R01
S501521,6/17/2026 0:00,E1109,C2119,P3016,1,51163.56,46982.35,R02
S501522,2/12/2026 0:00,E1029,C2143,P3046,11,7391.26,81647.98,R04
S501523,5/30/2026 0:00,E1106,C2081,P3035,6,45920.83,266551.11,R02
S501524,5/28/2026 0:00,E1073,C2245,P3053,8,16451.3,134470.68,R01
S501525,1/8/2026 0:00,E1024,C2402,P3034,1,16100.35,15778.96,R02
S501526,1/29/2026 0:00,E1087,C2352,P3003,8,36568.91,278046.07,R05
S501527,2/9/2026 0:00,E1035,C2358,P3004,7,19444.05,129275.54,R06
S501528,8/6/2026 0:00,E1012,C2407,P3054,1,7404.66,7661.03,R06
S501529,6/7/2026 0:00,E1088,C2062,P3005,9,21544.25,187680.08,R04
S501530,7/28/2026 0:00,E1108,C2046,P3010,11,45872.45,484848.58,R05
S501531,5/8/2026 0:00,E1036,C2087,P3052,3,64744.08,175970.73,R05
S501532,3/25/2026 0:00,E1118,C2099,P3029,2,71367.4,136261.59,R02
S501533,4/26/2026 0:00,E1095,C2295,P3032,7,66344.43,477156.33,R05
S501534,7/2/2026 0:00,E1044,C2399,P3031,11,61484.37,685896.86,R06
S501535,5/24/2026 0:00,E1029,C2053,P3002,3,7831.21,21922.77,R04
S501536,6/23/2026 0:00,E1084,C2192,P3012,1,20628.64,19843.9,R01
S501537,3/3/2026 0:00,E1080,C2447,P3027,10,3495.09,32486.41,R01
S501538,8/23/2026 0:00,E1084,C2080,P3005,3,21544.25,67420.52,R01
S501539,1/7/2026 0:00,E1094,C2016,P3037,6,63029.63,374289.24,R04
S501540,7/27/2026 0:00,E1025,C2360,P3027,3,3495.09,10623.19,R03
S501541,2/14/2026 0:00,E1009,C2326,P3023,5,72228.78,363697.66,R04
S501542,7/6/2026 0:00,E1108,C2194,P3033,9,17298.96,160525.36,R05
S501543,8/27/2026 0:00,E1120,C2141,P3004,7,19444.05,141879.23,R04
S501544,7/3/2026 0:00,E1111,C2108,P3059,2,17588.05,31829.69,R02
S501545,6/25/2026 0:00,E1055,C2303,P3021,1,42656.59,44631.38,R04
S501546,6/4/2026 0:00,E1074,C2265,P3024,7,36395.04,262556.35,R05
S501547,6/30/2026 0:00,E1005,C2447,P3044,4,31924.43,122263.17,R02
S501548,8/3/2026 0:00,E1093,C2290,P3031,11,61484.37,693615.28,R05
S501549,3/29/2026 0:00,E1102,C2209,P3044,7,31924.43,225813.81,R04
S501550,3/14/2026 0:00,E1006,C2413,P3048,6,34019.63,207989.31,R02
S501551,6/12/2026 0:00,E1099,C2165,P3024,7,36395.04,237722.41,R01
S501552,6/28/2026 0:00,E1051,C2427,P3049,4,44098.98,175916.93,R06
S501553,7/31/2026 0:00,E1100,C2342,P3053,3,16451.3,44610.44,R01
S501554,2/6/2026 0:00,E1031,C2371,P3010,5,45872.45,235608.79,R04
S501555,8/22/2026 0:00,E1074,C2320,P3049,3,44098.98,137940.26,R05
S501556,7/28/2026 0:00,E1105,C2152,P3049,3,44098.98,132206.78,R06
S501557,8/27/2026 0:00,E1065,C2290,P3050,4,12809.06,50052.71,R02
S501558,8/11/2026 0:00,E1049,C2432,P3002,8,7831.21,63204.74,R04
S501559,4/29/2026 0:00,E1027,C2268,P3031,2,61484.37,116691.7,R02
S501560,2/26/2026 0:00,E1059,C2151,P3025,4,60497.94,240529.69,R01
S501561,1/8/2026 0:00,E1038,C2207,P3004,11,19444.05,215562.68,R01
S501562,7/26/2026 0:00,E1100,C2255,P3051,3,55331.31,152947.16,R01
S501563,4/5/2026 0:00,E1008,C2353,P3011,7,53782.26,346738.07,R06
S501564,4/27/2026 0:00,E1042,C2377,P3017,2,13812.52,27830.04,R03
S501565,8/10/2026 0:00,E1094,C2141,P3044,1,31924.43,30799.65,R04
S501566,4/20/2026 0:00,E1041,C2343,P3002,10,7831.21,80926.18,R01
S501567,1/20/2026 0:00,E1064,C2358,P3006,1,23219.92,21984.41,R02
S501568,5/4/2026 0:00,E1105,C2096,P3009,6,23520.25,127907.53,R06
S501569,8/19/2026 0:00,E1094,C2429,P3005,3,21544.25,64469.97,R04
S501570,2/22/2026 0:00,E1080,C2370,P3020,7,8239.05,57825.37,R01
S501571,4/29/2026 0:00,E1055,C2227,P3029,8,71367.4,561255.35,R04
S501572,1/12/2026 0:00,E1116,C2193,P3021,5,42656.59,213816.14,R06
S501573,6/26/2026 0:00,E1104,C2303,P3009,5,23520.25,115080.25,R04
S501574,1/17/2026 0:00,E1005,C2314,P3028,2,47578.07,95526.77,R02
S501575,3/5/2026 0:00,E1108,C2389,P3055,8,2016.98,14628.6,R05
S501576,2/11/2026 0:00,E1084,C2377,P3008,10,40552.31,387379.84,R01
S501577,4/4/2026 0:00,E1110,C2118,P3031,1,61484.37,57280.22,R01
S501578,6/6/2026 0:00,E1114,C2005,P3020,10,8239.05,75378.98,R05
S501579,5/27/2026 0:00,E1026,C2444,P3027,9,3495.09,29414.77,R05
S501580,8/26/2026 0:00,E1008,C2352,P3008,1,40552.31,37660.79,R06
S501581,1/11/2026 0:00,E1104,C2243,P3054,1,7404.66,7745.05,R04
S501582,4/8/2026 0:00,E1029,C2021,P3021,1,42656.59,40224.39,R04
S501583,6/27/2026 0:00,E1071,C2152,P3028,7,47578.07,311279.85,R05
S501584,3/12/2026 0:00,E1069,C2128,P3023,4,72228.78,296204.79,R01
S501585,4/18/2026 0:00,E1110,C2124,P3006,7,23219.92,156503.93,R01
S501586,2/27/2026 0:00,E1097,C2146,P3003,5,36568.91,176119.49,R04
S501587,2/3/2026 0:00,E1113,C2277,P3005,7,21544.25,145763.44,R06
S501588,1/20/2026 0:00,E1108,C2310,P3009,10,23520.25,226377.74,R05
S501589,2/19/2026 0:00,E1021,C2394,P3007,7,60276.19,400408.32,R04
S501590,4/12/2026 0:00,E1085,C2152,P3060,4,29470.22,111155.88,R02
S501591,8/4/2026 0:00,E1114,C2360,P3004,2,19444.05,40143.95,R05
S501592,5/18/2026 0:00,E1012,C2111,P3039,8,26668.25,197186.34,R06
S501593,6/9/2026 0:00,E1106,C2116,P3005,2,21544.25,39949.91,R02
S501594,2/21/2026 0:00,E1069,C2188,P3011,9,53782.26,477146.57,R01
S501595,1/15/2026 0:00,E1089,C2057,P3015,5,13790.91,65613.62,R06
S501596,8/17/2026 0:00,E1008,C2251,P3034,9,16100.35,139574.97,R06
S501597,3/25/2026 0:00,E1024,C2384,P3013,9,31162.8,286349.92,R02
S501598,5/11/2026 0:00,E1063,C2407,P3054,8,7404.66,61342.85,R05
S501599,2/6/2026 0:00,E1073,C2150,P3048,8,34019.63,277214.55,R01
S501600,5/6/2026 0:00,E1112,C2162,P3007,4,60276.19,225490.63,R02
S501601,2/9/2026 0:00,E1035,C2120,P3040,4,17956.07,75199.71,R06
S501602,3/13/2026 0:00,E1108,C2070,P3006,2,23219.92,44325.73,R05
S501603,2/9/2026 0:00,E1020,C2412,P3056,4,48237.37,178547.74,R02
S501604,8/24/2026 0:00,E1060,C2351,P3039,4,26668.25,103998.12,R02
S501605,2/25/2026 0:00,E1010,C2099,P3050,6,12809.06,77530.13,R05
S501606,5/31/2026 0:00,E1050,C2167,P3030,3,45220.48,123789.79,R02
S501607,4/14/2026 0:00,E1117,C2298,P3022,2,19428.07,38667.42,R05
S501608,5/19/2026 0:00,E1084,C2151,P3025,8,60497.94,497879.5,R01
S501609,4/20/2026 0:00,E1043,C2326,P3028,2,47578.07,89377.04,R01
S501610,7/11/2026 0:00,E1050,C2002,P3054,8,7404.66,59472.36,R02
S501611,5/16/2026 0:00,E1047,C2152,P3020,7,8239.05,55365.63,R02
S501612,4/3/2026 0:00,E1108,C2401,P3039,3,26668.25,76974.19,R05
S501613,4/4/2026 0:00,E1026,C2365,P3003,6,36568.91,206714.27,R05
S501614,2/25/2026 0:00,E1118,C2065,P3005,6,21544.25,128445.84,R02
S501615,3/1/2026 0:00,E1080,C2326,P3001,10,26533.8,253172.22,R01
S501616,5/18/2026 0:00,E1110,C2069,P3015,5,13790.91,70653.28,R01
S501617,2/8/2026 0:00,E1026,C2121,P3026,8,41379.43,345745.27,R05
S501618,1/28/2026 0:00,E1020,C2109,P3003,11,36568.91,418454.19,R02
S501619,2/18/2026 0:00,E1041,C2316,P3040,5,17956.07,82999.17,R01
S501620,6/13/2026 0:00,E1081,C2247,P3057,7,45630.28,288150.65,R06
S501621,5/5/2026 0:00,E1082,C2434,P3041,6,58594.28,339531.68,R04
S501622,1/13/2026 0:00,E1028,C2093,P3047,11,46883.48,520531.25,R04
S501623,8/12/2026 0:00,E1106,C2268,P3042,7,20791.75,152327.18,R02
S501624,2/5/2026 0:00,E1076,C2103,P3034,9,16100.35,147440.89,R05
S501625,4/11/2026 0:00,E1065,C2431,P3052,3,64744.08,191723.23,R02
S501626,1/26/2026 0:00,E1070,C2023,P3005,10,21544.25,194749.88,R06
S501627,3/27/2026 0:00,E1117,C2112,P3031,7,61484.37,440647.27,R05
S501628,1/4/2026 0:00,E1020,C2321,P3051,10,55331.31,512684.29,R02
S501629,8/11/2026 0:00,E1029,C2411,P3013,3,31162.8,84919.34,R04
S501630,3/23/2026 0:00,E1087,C2304,P3043,2,61740.42,126883.21,R05
S501631,7/11/2026 0:00,E1113,C2344,P3001,7,26533.8,182938.97,R06
S501632,6/15/2026 0:00,E1080,C2062,P3022,4,19428.07,71439.56,R01
S501633,5/7/2026 0:00,E1034,C2300,P3015,1,13790.91,13211.44,R06
S501634,3/29/2026 0:00,E1114,C2403,P3026,6,41379.43,226634.62,R05
S501635,5/7/2026 0:00,E1011,C2443,P3018,11,39505.96,432697.63,R01
S501636,4/30/2026 0:00,E1085,C2136,P3048,6,34019.63,192353.27,R02
S501637,8/3/2026 0:00,E1031,C2055,P3009,6,23520.25,145343.03,R04
S501638,1/22/2026 0:00,E1023,C2108,P3001,2,26533.8,50608.95,R02
S501639,5/10/2026 0:00,E1004,C2303,P3043,1,61740.42,60147.21,R04
S501640,1/31/2026 0:00,E1103,C2258,P3009,3,23520.25,64177.01,R02
S501641,4/29/2026 0:00,E1107,C2253,P3023,2,72228.78,135983.52,R03
S501642,1/11/2026 0:00,E1084,C2222,P3043,6,61740.42,371003.77,R01
S501643,8/8/2026 0:00,E1077,C2369,P3045,6,50149.35,304037.28,R05
S501644,2/15/2026 0:00,E1050,C2167,P3058,5,41115.63,192508.17,R02
S501645,4/6/2026 0:00,E1003,C2429,P3002,10,7831.21,76399.17,R05
S501646,7/9/2026 0:00,E1078,C2160,P3014,10,9360.99,95728.26,R01
S501647,7/16/2026 0:00,E1056,C2449,P3038,5,67526.73,323110.85,R06
S501648,7/11/2026 0:00,E1007,C2166,P3040,9,17956.07,148686.88,R01
S501649,8/18/2026 0:00,E1109,C2205,P3018,5,39505.96,190572.91,R02
S501650,1/10/2026 0:00,E1042,C2267,P3016,10,51163.56,506567.49,R03
S501651,6/17/2026 0:00,E1110,C2138,P3053,6,16451.3,88946.56,R01
S501652,5/8/2026 0:00,E1095,C2368,P3029,11,71367.4,747583.25,R05
S501653,8/26/2026 0:00,E1096,C2443,P3044,4,31924.43,126563.17,R03
S501654,6/1/2026 0:00,E1003,C2346,P3011,10,53782.26,560834.3,R05
S501655,4/9/2026 0:00,E1075,C2248,P3006,1,23219.92,22320.9,R05
S501656,6/21/2026 0:00,E1113,C2055,P3003,4,36568.91,135223.91,R06
S501657,4/22/2026 0:00,E1003,C2404,P3014,2,9360.99,18350.03,R05
S501658,3/1/2026 0:00,E1095,C2209,P3060,10,29470.22,277863.76,R05
S501659,7/9/2026 0:00,E1099,C2017,P3002,3,7831.21,21901.16,R01
S501660,3/28/2026 0:00,E1076,C2068,P3032,7,66344.43,459098.38,R05
S501661,5/25/2026 0:00,E1100,C2133,P3031,7,61484.37,446479.68,R01
S501662,3/6/2026 0:00,E1110,C2188,P3011,1,53782.26,55142.07,R01
S501663,9/4/2026 0:00,E1057,C2407,P3022,8,19428.07,144132.01,R01
S501664,8/11/2026 0:00,E1074,C2430,P3003,7,36568.91,259791.88,R05
S501665,8/11/2026 0:00,E1103,C2308,P3050,1,12809.06,11969.81,R02
S501666,8/22/2026 0:00,E1120,C2138,P3031,8,61484.37,464135.76,R04
S501667,2/26/2026 0:00,E1062,C2174,P3033,2,17298.96,35912.91,R02
S501668,7/2/2026 0:00,E1099,C2412,P3024,8,36395.04,301833.54,R01
S501669,4/16/2026 0:00,E1113,C2097,P3001,3,26533.8,73654.75,R06
S501670,6/30/2026 0:00,E1007,C2171,P3044,10,31924.43,290393.8,R01
S501671,7/3/2026 0:00,E1110,C2154,P3015,7,13790.91,91127.22,R01
S501672,8/14/2026 0:00,E1106,C2183,P3037,6,63029.63,373362.16,R02
S501673,1/9/2026 0:00,E1111,C2242,P3027,5,3495.09,18026.52,R02
S501674,1/22/2026 0:00,E1020,C2304,P3038,11,67526.73,681755.38,R02
S501675,5/21/2026 0:00,E1098,C2285,P3048,10,34019.63,327351.77,R03
S501676,3/30/2026 0:00,E1028,C2027,P3027,11,3495.09,36168.54,R04
S501677,6/25/2026 0:00,E1002,C2402,P3044,2,31924.43,57606.95,R06
S501678,1/18/2026 0:00,E1109,C2360,P3012,2,20628.64,42010.92,R02
S501679,4/25/2026 0:00,E1118,C2060,P3003,1,36568.91,37373.16,R02
S501680,7/23/2026 0:00,E1034,C2202,P3030,9,45220.48,379791.4,R06
S501681,6/17/2026 0:00,E1042,C2250,P3032,11,66344.43,673365.87,R03
S501682,5/25/2026 0:00,E1033,C2362,P3023,8,72228.78,532576.96,R01
S501683,5/23/2026 0:00,E1071,C2069,P3002,8,7831.21,60744.63,R05
S501684,4/16/2026 0:00,E1018,C2370,P3007,1,60276.19,56477.24,R04
S501685,1/15/2026 0:00,E1009,C2021,P3034,5,16100.35,78626.33,R04
S501686,7/26/2026 0:00,E1059,C2152,P3032,6,66344.43,381239.41,R01
S501687,3/4/2026 0:00,E1044,C2102,P3053,2,16451.3,30653.17,R06
S501688,9/4/2026 0:00,E1100,C2387,P3039,10,26668.25,270063.71,R01
S501689,6/16/2026 0:00,E1010,C2095,P3032,5,66344.43,306031.79,R05
S501690,1/13/2026 0:00,E1089,C2446,P3043,6,61740.42,377790.38,R06
S501691,3/22/2026 0:00,E1036,C2361,P3043,9,61740.42,546893.71,R05
S501692,2/1/2026 0:00,E1116,C2229,P3014,10,9360.99,95931.95,R06
S501693,5/17/2026 0:00,E1073,C2125,P3003,1,36568.91,32938.12,R01
S501694,2/9/2026 0:00,E1081,C2258,P3046,10,7391.26,74827.51,R06
S501695,5/28/2026 0:00,E1055,C2322,P3032,3,66344.43,180667.96,R04
S501696,8/6/2026 0:00,E1056,C2369,P3043,9,61740.42,579287.72,R06
S501697,8/7/2026 0:00,E1086,C2426,P3036,1,30974.38,31141.98,R02
S501698,8/1/2026 0:00,E1116,C2236,P3017,1,13812.52,13094.63,R06
S501699,3/23/2026 0:00,E1026,C2162,P3048,1,34019.63,32249.85,R05
S501700,3/18/2026 0:00,E1069,C2042,P3003,7,36568.91,263463.16,R01
S501701,7/27/2026 0:00,E1064,C2276,P3057,5,45630.28,236233.9,R02
S501702,7/20/2026 0:00,E1057,C2353,P3010,6,45872.45,284520.02,R01
S501703,7/10/2026 0:00,E1048,C2068,P3053,8,16451.3,134415.16,R04
S501704,3/17/2026 0:00,E1025,C2173,P3047,2,46883.48,95909.99,R03
S501705,6/21/2026 0:00,E1100,C2331,P3040,2,17956.07,35406.32,R01
S501706,2/7/2026 0:00,E1048,C2125,P3018,3,39505.96,107167.97,R04
S501707,7/30/2026 0:00,E1023,C2170,P3003,3,36568.91,100164,R02
S501708,7/7/2026 0:00,E1012,C2047,P3039,3,26668.25,79799.38,R06
S501709,3/12/2026 0:00,E1050,C2261,P3010,4,45872.45,176182.28,R02
S501710,8/15/2026 0:00,E1009,C2217,P3052,3,64744.08,191337.49,R04
S501711,2/17/2026 0:00,E1041,C2305,P3009,2,23520.25,43966.95,R01
S501712,1/18/2026 0:00,E1109,C2124,P3046,9,7391.26,66349.22,R02
S501713,5/24/2026 0:00,E1036,C2293,P3055,6,2016.98,11332.5,R05
S501714,7/2/2026 0:00,E1051,C2162,P3046,3,7391.26,21489.1,R06
S501715,2/8/2026 0:00,E1048,C2201,P3011,9,53782.26,470394.27,R04
S501716,7/15/2026 0:00,E1039,C2402,P3060,4,29470.22,109234.35,R04
S501717,7/6/2026 0:00,E1009,C2275,P3033,4,17298.96,71370.75,R04
S501718,3/30/2026 0:00,E1056,C2206,P3036,8,30974.38,242559.91,R06
S501719,8/12/2026 0:00,E1038,C2040,P3026,7,41379.43,298350.78,R01
S501720,3/3/2026 0:00,E1093,C2273,P3027,7,3495.09,22982.53,R05
S501721,8/20/2026 0:00,E1094,C2188,P3038,10,67526.73,625196.49,R04
S501722,5/21/2026 0:00,E1042,C2355,P3022,7,19428.07,122764.37,R03
S501723,4/19/2026 0:00,E1035,C2093,P3026,10,41379.43,378240.97,R06
S501724,3/22/2026 0:00,E1098,C2042,P3022,11,19428.07,197065.26,R03
S501725,8/29/2026 0:00,E1081,C2379,P3005,5,21544.25,98223.29,R06
S501726,8/17/2026 0:00,E1110,C2107,P3035,7,45920.83,332545.94,R01
S501727,5/14/2026 0:00,E1018,C2328,P3002,4,7831.21,32474.95,R04
S501728,7/30/2026 0:00,E1034,C2065,P3035,8,45920.83,382283.34,R06
S501729,3/18/2026 0:00,E1049,C2365,P3009,9,23520.25,220991.85,R04
S501730,7/7/2026 0:00,E1112,C2309,P3051,3,55331.31,161640.78,R02
S501731,3/31/2026 0:00,E1054,C2135,P3051,7,55331.31,379380.56,R06
S501732,1/14/2026 0:00,E1120,C2389,P3049,10,44098.98,405545.05,R04
S501733,4/5/2026 0:00,E1082,C2024,P3018,9,39505.96,327307.68,R04
S501734,2/23/2026 0:00,E1095,C2028,P3043,1,61740.42,62722.92,R05
S501735,5/12/2026 0:00,E1010,C2062,P3012,2,20628.64,42427.31,R05
S501736,2/8/2026 0:00,E1034,C2273,P3003,7,36568.91,260515.09,R06
S501737,3/13/2026 0:00,E1062,C2229,P3018,2,39505.96,81001.94,R02
S501738,1/25/2026 0:00,E1115,C2020,P3056,7,48237.37,317903.51,R04
S501739,3/18/2026 0:00,E1095,C2003,P3038,1,67526.73,65494.84,R05
S501740,6/9/2026 0:00,E1079,C2421,P3007,3,60276.19,175201.17,R02
S501741,7/6/2026 0:00,E1022,C2218,P3033,5,17298.96,90758.35,R01
S501742,8/18/2026 0:00,E1060,C2399,P3006,11,23219.92,266242.94,R02
S501743,7/10/2026 0:00,E1087,C2307,P3018,6,39505.96,234611.58,R05
S501744,6/15/2026 0:00,E1071,C2432,P3045,9,50149.35,415550.74,R05
S501745,4/30/2026 0:00,E1011,C2136,P3022,9,19428.07,164149.8,R01
S501746,8/8/2026 0:00,E1007,C2397,P3051,3,55331.31,158451.87,R01
S501747,2/22/2026 0:00,E1117,C2432,P3039,8,26668.25,219955.83,R05
S501748,8/10/2026 0:00,E1014,C2003,P3051,4,55331.31,204857.51,R02
S501749,7/14/2026 0:00,E1067,C2193,P3009,7,23520.25,153604.5,R01
S501750,6/5/2026 0:00,E1021,C2073,P3035,6,45920.83,262412.11,R04
S501751,5/11/2026 0:00,E1059,C2415,P3023,8,72228.78,600386.73,R01
S501752,8/25/2026 0:00,E1113,C2361,P3012,6,20628.64,120748.32,R06
S501753,9/3/2026 0:00,E1048,C2118,P3052,4,64744.08,258205.97,R04
S501754,8/14/2026 0:00,E1009,C2154,P3024,2,36395.04,69738.97,R04
S501755,7/27/2026 0:00,E1011,C2209,P3050,7,12809.06,83232.61,R01
S501756,5/30/2026 0:00,E1075,C2440,P3040,11,17956.07,184366.12,R05
S501757,4/6/2026 0:00,E1115,C2034,P3009,11,23520.25,264000.87,R04
S501758,6/15/2026 0:00,E1107,C2137,P3013,4,31162.8,128892.12,R03
S501759,7/19/2026 0:00,E1069,C2318,P3040,9,17956.07,157396.66,R01
S501760,9/4/2026 0:00,E1012,C2120,P3054,9,7404.66,63546.37,R06
S501761,3/13/2026 0:00,E1013,C2115,P3042,7,20791.75,148624.15,R05
S501762,3/3/2026 0:00,E1011,C2013,P3017,5,13812.52,69129.19,R01
S501763,7/4/2026 0:00,E1026,C2069,P3007,3,60276.19,163854.39,R05
S501764,1/6/2026 0:00,E1051,C2425,P3017,3,13812.52,39473.88,R06
S501765,7/25/2026 0:00,E1051,C2333,P3055,9,2016.98,18195.04,R06
S501766,2/1/2026 0:00,E1091,C2257,P3050,9,12809.06,113673.59,R01
S501767,4/9/2026 0:00,E1012,C2089,P3024,11,36395.04,419045.61,R06
S501768,5/18/2026 0:00,E1064,C2047,P3002,4,7831.21,32261.99,R02
S501769,5/11/2026 0:00,E1120,C2260,P3035,11,45920.83,459142.56,R04
S501770,7/6/2026 0:00,E1037,C2228,P3028,1,47578.07,47999.87,R02
S501771,3/17/2026 0:00,E1041,C2447,P3019,10,53251.21,506125.59,R01
S501772,6/26/2026 0:00,E1055,C2180,P3033,5,17298.96,86694.81,R04
S501773,2/28/2026 0:00,E1092,C2010,P3021,8,42656.59,338721.88,R05
S501774,1/31/2026 0:00,E1080,C2284,P3053,10,16451.3,160475.45,R01
S501775,4/3/2026 0:00,E1105,C2377,P3010,4,45872.45,188616.95,R06
S501776,3/10/2026 0:00,E1058,C2126,P3053,10,16451.3,165550,R02
S501777,7/9/2026 0:00,E1106,C2134,P3046,10,7391.26,76383.74,R02
S501778,2/21/2026 0:00,E1002,C2155,P3045,4,50149.35,189011.01,R06
S501779,3/30/2026 0:00,E1058,C2248,P3009,9,23520.25,201567.89,R02
S501780,5/7/2026 0:00,E1120,C2140,P3038,9,67526.73,603664.27,R04
S501781,6/18/2026 0:00,E1005,C2318,P3006,7,23219.92,169848.78,R02
S501782,1/31/2026 0:00,E1031,C2436,P3051,10,55331.31,528821.98,R04
S501783,8/1/2026 0:00,E1013,C2176,P3053,8,16451.3,119086.89,R05
S501784,3/25/2026 0:00,E1036,C2323,P3042,4,20791.75,80412.77,R05
S501785,8/19/2026 0:00,E1079,C2174,P3055,8,2016.98,15838.77,R02
S501786,5/7/2026 0:00,E1054,C2074,P3035,6,45920.83,281076.29,R06
S501787,5/30/2026 0:00,E1032,C2351,P3018,3,39505.96,119618.92,R02
S501788,5/12/2026 0:00,E1104,C2143,P3053,7,16451.3,120306.64,R04
S501789,1/13/2026 0:00,E1109,C2292,P3019,3,53251.21,162533.73,R02
S501790,2/14/2026 0:00,E1089,C2398,P3005,11,21544.25,223903.72,R06
S501791,5/7/2026 0:00,E1070,C2112,P3025,7,60497.94,421879.32,R06
S501792,6/19/2026 0:00,E1054,C2206,P3011,5,53782.26,269136.16,R06
S501793,4/24/2026 0:00,E1082,C2131,P3010,4,45872.45,192609.81,R04
S501794,6/26/2026 0:00,E1008,C2369,P3017,3,13812.52,38156.15,R06
S501795,1/20/2026 0:00,E1023,C2110,P3036,8,30974.38,230126.96,R02
S501796,9/1/2026 0:00,E1095,C2370,P3026,4,41379.43,152826.99,R05
S501797,7/24/2026 0:00,E1077,C2067,P3031,8,61484.37,486149.05,R05
S501798,3/22/2026 0:00,E1058,C2382,P3032,10,66344.43,610564.58,R02
S501799,7/1/2026 0:00,E1099,C2086,P3021,3,42656.59,127765.17,R01
S501800,6/13/2026 0:00,E1060,C2275,P3018,10,39505.96,403184.44,R02
S501801,8/13/2026 0:00,E1095,C2227,P3060,9,29470.22,255927.36,R05
S501802,5/9/2026 0:00,E1066,C2438,P3018,6,39505.96,233267.55,R04
S501803,5/23/2026 0:00,E1105,C2325,P3001,5,26533.8,137565.59,R06
S501804,7/24/2026 0:00,E1013,C2010,P3014,5,9360.99,46123.23,R05
S501805,1/17/2026 0:00,E1008,C2417,P3008,3,40552.31,113297.98,R06
S501806,6/1/2026 0:00,E1057,C2397,P3002,2,7831.21,14902.46,R01
S501807,2/27/2026 0:00,E1105,C2384,P3051,6,55331.31,325174.43,R06
S501808,3/13/2026 0:00,E1108,C2355,P3015,11,13790.91,140054.71,R05
S501809,8/30/2026 0:00,E1064,C2435,P3060,1,29470.22,29230.86,R02
S501810,8/7/2026 0:00,E1114,C2288,P3034,7,16100.35,118324.83,R05
S501811,4/19/2026 0:00,E1092,C2112,P3036,5,30974.38,154543.61,R05
S501812,1/23/2026 0:00,E1106,C2024,P3001,4,26533.8,101450.57,R02
S501813,6/23/2026 0:00,E1075,C2291,P3051,9,55331.31,472964.17,R05
S501814,3/13/2026 0:00,E1107,C2339,P3021,10,42656.59,443517.84,R03
S501815,1/8/2026 0:00,E1100,C2326,P3042,1,20791.75,21430.62,R01
S501816,2/28/2026 0:00,E1111,C2168,P3001,11,26533.8,283364.84,R02
S501817,8/6/2026 0:00,E1079,C2438,P3032,4,66344.43,252908.2,R02
S501818,4/21/2026 0:00,E1057,C2109,P3020,3,8239.05,24879.53,R01
S501819,7/6/2026 0:00,E1037,C2428,P3054,6,7404.66,42081.07,R02
S501820,1/13/2026 0:00,E1091,C2190,P3047,5,46883.48,215174.19,R01
S501821,6/16/2026 0:00,E1025,C2355,P3036,7,30974.38,205225.71,R03
S501822,8/17/2026 0:00,E1046,C2196,P3039,1,26668.25,25738.71,R04
S501823,8/29/2026 0:00,E1018,C2033,P3030,5,45220.48,212154.53,R04
S501824,6/5/2026 0:00,E1003,C2205,P3007,2,60276.19,112417.75,R05
S501825,8/5/2026 0:00,E1014,C2312,P3022,2,19428.07,35006.31,R02
S501826,7/8/2026 0:00,E1032,C2420,P3057,11,45630.28,499235.9,R02
S501827,1/16/2026 0:00,E1095,C2182,P3050,11,12809.06,139796.04,R05
S501828,4/29/2026 0:00,E1116,C2147,P3045,2,50149.35,93097.63,R06
