Order_ID,Order_Date,Employee_ID,Customer_ID,Product_ID,Quantity,Region_Code,Order_Value
S501230,2026-05-25 00:00:00,E1030,C2399,P3044,4,R01,120824.96
S501231,2026-05-24 00:00:00,E1024,C2260,P3032,9,R02,618026.32
S501232,2026-08-03 00:00:00,E1119,C2312,P3047,5,R06,231177.75
S501233,2026-08-11 00:00:00,E1015,C2320,P3011,6,R02,326374.05
S501234,2026-05-11 00:00:00,E1081,C2196,P3042,1,R06,20502.39
S501235,2026-01-21 00:00:00,E1051,C2418,P3002,4,R06,29105.02
S501236,2026-03-05 00:00:00,E1034,C2095,P3026,4,R06,163733.65
S501237,2026-03-31 00:00:00,E1026,C2056,P3004,10,R05,197028.16
S501238,2026-02-05 00:00:00,E1022,C2032,P3017,8,R01,101744.21
S501239,2026-08-22 00:00:00,E1018,C2231,P3017,8,R04,112990.39
S501240,2026-08-17 00:00:00,E1024,C2372,P3028,10,R02,467839.36
S501241,2026-09-02 00:00:00,E1059,C2009,P3030,6,R01,244364.59
S501242,2026-08-02 00:00:00,E1109,C2191,P3040,8,R02,140483.52
S501243,2026-03-03 00:00:00,E1083,C2361,P3023,9,R02,623634.59
S501244,2026-06-19 00:00:00,E1060,C2200,P3046,5,R02,34904
S501245,2026-03-17 00:00:00,E1015,C2334,P3024,1,R02,36966.03
S501246,2026-06-19 00:00:00,E1095,C2161,P3029,1,R05,73859.91
S501247,2026-07-08 00:00:00,E1021,C2087,P3004,2,R04,39448.01
S501248,2026-01-13 00:00:00,E1031,C2021,P3038,2,R04,138702.05
S501249,2026-01-11 00:00:00,E1020,C2311,P3029,5,R02,369796.3
S501250,2026-02-23 00:00:00,E1055,C2076,P3019,7,R04,386511.17
S501251,2026-01-16 00:00:00,E1105,C2441,P3027,7,R06,22439.77
S501252,2026-01-08 00:00:00,E1058,C2386,P3029,4,R02,276465.27
S501253,2026-04-14 00:00:00,E1079,C2141,P3056,4,R02,173662.82
S501254,2026-02-28 00:00:00,E1084,C2126,P3036,11,R01,332530.51
S501255,2026-02-26 00:00:00,E1024,C2251,P3035,10,R02,476950.54
S501256,2026-02-09 00:00:00,E1064,C2388,P3052,3,R02,180609.83
S501257,2026-08-25 00:00:00,E1112,C2084,P3006,11,R02,254389.27
S501258,2026-07-06 00:00:00,E1034,C2434,P3059,2,R06,35058.5
S501259,2026-05-10 00:00:00,E1105,C2371,P3023,3,R06,200229.68
S501260,2026-04-04 00:00:00,E1106,C2048,P3039,8,R02,199644.73
S501261,2026-08-10 00:00:00,E1019,C2379,P3046,1,R03,7164.37
S501262,2026-07-23 00:00:00,E1075,C2078,P3044,4,R05,118533.03
S501263,2026-05-18 00:00:00,E1034,C2030,P3048,7,R06,235220.01
S501264,2026-02-13 00:00:00,E1033,C2285,P3052,5,R01,314876.77
S501265,2026-05-19 00:00:00,E1063,C2136,P3008,2,R05,79310.56
S501266,2026-07-26 00:00:00,E1056,C2140,P3055,1,R06,1855.96
S501267,2026-03-21 00:00:00,E1018,C2041,P3002,6,R04,45934.17
S501268,2026-03-22 00:00:00,E1020,C2282,P3013,5,R02,141389.01
S501269,2026-08-06 00:00:00,E1093,C2050,P3040,3,R05,55604.4
S501270,2026-01-02 00:00:00,E1072,C2258,P3057,11,R02,477583.03
S501271,2026-06-27 00:00:00,E1101,C2311,P3021,11,R01,482572.15
S501272,2026-05-20 00:00:00,E1103,C2360,P3031,11,R02,679877.75
S501273,2026-04-25 00:00:00,E1035,C2440,P3052,9,R06,591393.99
S501274,2026-03-31 00:00:00,E1086,C2270,P3048,3,R02,96668.31
S501275,2026-01-23 00:00:00,E1026,C2134,P3036,2,R05,57870.15
S501276,2026-05-26 00:00:00,E1070,C2234,P3048,5,R06,163466.21
S501277,2026-03-03 00:00:00,E1076,C2128,P3052,9,R05,526544.5
S501278,2026-08-12 00:00:00,E1076,C2104,P3038,8,R05,560641.14
S501279,2026-04-23 00:00:00,E1090,C2254,P3027,6,R03,20090.87
S501280,2026-05-08 00:00:00,E1087,C2095,P3036,3,R05,97409.79
S501281,2026-03-03 00:00:00,E1012,C2337,P3048,6,R06,207019.81
S501282,2026-02-07 00:00:00,E1093,C2217,P3023,5,R05,329391.14
S501283,2026-08-27 00:00:00,E1017,C2061,P3055,1,R02,2015.02
S501284,2026-07-14 00:00:00,E1092,C2268,P3021,5,R05,200619.46
S501285,2026-06-15 00:00:00,E1063,C2241,P3013,7,R05,204300.34
S501286,2026-07-14 00:00:00,E1096,C2013,P3037,9,R03,532370.92
S501287,2026-08-10 00:00:00,E1115,C2147,P3047,1,R04,48637.45
S501288,2026-03-02 00:00:00,E1082,C2428,P3026,3,R04,121034.46
S501289,2026-05-09 00:00:00,E1008,C2240,P3040,8,R06,143708.98
S501290,2026-08-10 00:00:00,E1017,C2089,P3007,6,R02,340732.44
S501291,2026-06-22 00:00:00,E1101,C2095,P3046,5,R01,36159.64
S501292,2026-08-12 00:00:00,E1017,C2315,P3039,10,R02,254019.09
S501293,2026-06-05 00:00:00,E1042,C2293,P3022,2,R03,36842.26
S501294,2026-05-29 00:00:00,E1013,C2025,P3039,3,R05,74968.08
S501295,2026-05-02 00:00:00,E1036,C2272,P3023,2,R05,138874.42
S501296,2026-04-20 00:00:00,E1115,C2166,P3058,1,R04,41074.7
S501297,2026-01-13 00:00:00,E1022,C2427,P3030,7,R01,295432
S501298,2026-06-04 00:00:00,E1052,C2250,P3018,3,R05,123829.45
S501299,2026-04-10 00:00:00,E1045,C2087,P3042,7,R02,133708.46
S501300,2026-05-15 00:00:00,E1102,C2142,P3018,7,R04,268807.15
S501301,2026-01-22 00:00:00,E1114,C2134,P3046,8,R05,53971.23
S501302,2026-03-15 00:00:00,E1018,C2279,P3010,1,R04,41441.16
S501303,2026-08-19 00:00:00,E1033,C2126,P3039,5,R01,138461.77
S501304,2026-06-30 00:00:00,E1043,C2316,P3030,10,R01,461953.3
S501305,2026-07-26 00:00:00,E1007,C2396,P3026,9,R01,373950.45
S501306,2026-07-26 00:00:00,E1090,C2141,P3007,11,R03,682782.45
S501307,2026-05-12 00:00:00,E1028,C2356,P3007,7,R04,430552.27
S501308,2026-08-12 00:00:00,E1021,C2103,P3005,1,R04,21481.46
S501309,2026-01-23 00:00:00,E1026,C2226,P3001,8,R05,218023.21
S501310,2026-04-29 00:00:00,E1068,C2390,P3046,3,R05,21256.23
S501311,2026-03-11 00:00:00,E1010,C2063,P3018,4,R05,155323.65
S501312,2026-08-04 00:00:00,E1094,C2294,P3013,4,R04,126701.29
S501313,2026-03-25 00:00:00,E1055,C2384,P3025,10,R04,552176.62
S501314,2026-04-11 00:00:00,E1063,C2306,P3040,8,R05,147785.18
S501315,2026-03-25 00:00:00,E1039,C2254,P3008,1,R04,37451.05
S501316,2026-07-23 00:00:00,E1004,C2180,P3010,8,R04,377871.99
S501317,2026-06-10 00:00:00,E1086,C2040,P3032,9,R02,565274.41
S501318,2026-01-28 00:00:00,E1072,C2264,P3017,9,R02,117974.9
S501319,2026-05-16 00:00:00,E1105,C2189,P3038,5,R06,307615.42
S501320,2026-01-01 00:00:00,E1099,C2008,P3015,4,R01,56977.69
S501321,2026-06-14 00:00:00,E1057,C2104,P3015,4,R01,51091.27
S501322,2026-03-04 00:00:00,E1002,C2225,P3057,9,R06,408416.9
S501323,2026-01-22 00:00:00,E1103,C2034,P3048,8,R02,271230.38
S501324,2026-03-11 00:00:00,E1072,C2236,P3040,10,R02,169177.19
S501325,2026-05-05 00:00:00,E1047,C2228,P3051,10,R02,579788.66
S501326,2026-05-29 00:00:00,E1100,C2188,P3020,7,R01,52461.12
S501327,2026-04-06 00:00:00,E1049,C2313,P3015,3,R04,41007.86
S501328,2026-06-12 00:00:00,E1081,C2430,P3035,4,R06,178527.62
S501329,2026-03-20 00:00:00,E1111,C2022,P3006,9,R02,195776.52
S501330,2026-01-05 00:00:00,E1027,C2343,P3030,8,R02,334462.52
S501331,2026-03-01 00:00:00,E1015,C2040,P3057,1,R02,46112.26
S501332,2026-04-30 00:00:00,E1056,C2173,P3008,3,R06,126212.65
S501333,2026-02-15 00:00:00,E1073,C2439,P3031,10,R01,563277.95
S501334,2026-06-27 00:00:00,E1048,C2179,P3048,2,R04,63215.07
S501335,2026-06-25 00:00:00,E1032,C2086,P3047,2,R02,98262.19
S501336,2026-05-14 00:00:00,E1090,C2133,P3032,8,R03,478875.9
S501337,2026-08-05 00:00:00,E1061,C2351,P3045,6,R03,293746.15
S501338,2026-02-25 00:00:00,E1097,C2013,P3058,6,R04,241122.68
S501339,2026-04-20 00:00:00,E1030,C2028,P3052,4,R01,243301.58
S501340,2026-07-06 00:00:00,E1108,C2084,P3015,1,R05,13783.38
S501341,2026-09-05 00:00:00,E1098,C2318,P3018,11,R03,452704.82
S501342,2026-08-20 00:00:00,E1018,C2349,P3013,7,R04,211057.06
S501343,2026-06-06 00:00:00,E1015,C2343,P3024,8,R02,294774.47
S501344,2026-07-18 00:00:00,E1106,C2280,P3040,2,R02,35801.19
S501345,2026-04-14 00:00:00,E1037,C2354,P3014,2,R02,18177.94
S501346,2026-03-18 00:00:00,E1060,C2263,P3028,1,R02,43175.76
S501347,2026-08-18 00:00:00,E1114,C2166,P3011,4,R05,217551.92
S501348,2026-05-26 00:00:00,E1025,C2293,P3006,6,R03,132978.77
S501349,2026-01-02 00:00:00,E1111,C2068,P3056,5,R02,225189.94
S501350,2026-01-08 00:00:00,E1065,C2226,P3025,4,R02,252213.56
S501351,2026-03-16 00:00:00,E1120,C2170,P3001,4,R04,107836.06
S501352,2026-08-13 00:00:00,E1093,C2086,P3025,10,R05,631804.37
S501353,2026-07-01 00:00:00,E1026,C2133,P3002,7,R05,51443.44
S501354,2026-05-05 00:00:00,E1061,C2448,P3032,7,R03,476192.65
S501355,2026-02-07 00:00:00,E1033,C2178,P3013,2,R01,61774.53
S501356,2026-06-25 00:00:00,E1118,C2343,P3033,7,R02,126811.39
S501357,2026-01-27 00:00:00,E1084,C2252,P3032,2,R01,138254.83
S501358,2026-01-20 00:00:00,E1112,C2015,P3056,4,R02,201814.58
S501359,2026-05-20 00:00:00,E1019,C2223,P3024,1,R03,37951.48
S501360,2026-02-12 00:00:00,E1038,C2379,P3027,5,R01,15747.99
S501361,2026-07-08 00:00:00,E1027,C2201,P3004,1,R02,19661.1
S501362,2026-01-31 00:00:00,E1010,C2107,P3024,4,R05,136960.39
S501363,2026-04-01 00:00:00,E1101,C2250,P3023,9,R01,653799.5
S501364,2026-08-12 00:00:00,E1066,C2437,P3029,8,R04,597825.69
S501365,2026-03-02 00:00:00,E1074,C2409,P3034,6,R05,87512.22
S501366,2026-07-21 00:00:00,E1021,C2089,P3021,8,R04,336150.37
S501367,2026-07-14 00:00:00,E1056,C2125,P3030,5,R06,228418.36
S501368,2026-04-19 00:00:00,E1108,C2113,P3026,7,R05,271698.44
S501369,2026-04-01 00:00:00,E1088,C2137,P3020,8,R04,61546.91
S501370,2026-06-12 00:00:00,E1085,C2247,P3016,7,R02,325572.29
S501371,2026-04-05 00:00:00,E1031,C2166,P3003,4,R04,133708.8
S501372,2026-05-23 00:00:00,E1055,C2150,P3049,5,R04,220166.91
S501373,2026-05-24 00:00:00,E1094,C2363,P3037,10,R04,615031.53
S501374,2026-01-13 00:00:00,E1101,C2343,P3058,6,R01,223137.2
S501375,2026-04-23 00:00:00,E1109,C2433,P3040,11,R02,206493.76
S501376,2026-02-04 00:00:00,E1065,C2068,P3044,6,R02,191241.42
S501377,2026-09-01 00:00:00,E1012,C2221,P3025,9,R06,532132.78
S501378,2026-07-22 00:00:00,E1032,C2271,P3023,10,R02,679606.83
S501379,2026-07-06 00:00:00,E1051,C2321,P3044,2,R06,63766.8
S501380,2026-05-29 00:00:00,E1114,C2310,P3059,6,R05,100739.97
S501381,2026-08-31 00:00:00,E1105,C2414,P3001,3,R06,80029.19
S501382,2026-07-01 00:00:00,E1102,C2349,P3033,2,R04,34680.46
S501383,2026-07-22 00:00:00,E1096,C2020,P3015,6,R03,75622.03
S501384,2026-06-07 00:00:00,E1089,C2289,P3017,4,R06,57260.58
S501385,2026-02-17 00:00:00,E1020,C2100,P3034,5,R02,78331.92
S501386,2026-09-02 00:00:00,E1013,C2252,P3017,5,R05,66227.01
S501387,2026-02-04 00:00:00,E1016,C2077,P3052,3,R02,202646.25
S501388,2026-03-27 00:00:00,E1032,C2135,P3058,4,R02,158826.62
S501389,2026-06-15 00:00:00,E1045,C2392,P3041,3,R02,177221.3
S501390,2026-06-08 00:00:00,E1103,C2412,P3044,7,R02,223084.51
S501391,2026-07-25 00:00:00,E1038,C2173,P3004,1,R01,17981.29
S501392,2026-06-01 00:00:00,E1081,C2363,P3013,6,R06,196077.23
S501393,2026-04-24 00:00:00,E1030,C2201,P3004,4,R01,75407.19
S501394,2026-06-26 00:00:00,E1116,C2217,P3007,1,R06,57817.97
S501395,2026-08-12 00:00:00,E1109,C2376,P3046,1,R02,7671.7
S501396,2026-04-10 00:00:00,E1027,C2208,P3059,5,R02,86127.43
S501397,2026-06-09 00:00:00,E1110,C2074,P3009,5,R01,118278.81
S501398,2026-07-02 00:00:00,E1003,C2011,P3023,10,R05,741744
S501399,2026-07-26 00:00:00,E1086,C2287,P3033,7,R02,113260.95
S501400,2026-08-23 00:00:00,E1016,C2256,P3033,4,R02,64035.21
S501401,2026-07-05 00:00:00,E1118,C2012,P3020,9,R02,67498.29
S501402,2026-04-09 00:00:00,E1005,C2380,P3004,4,R02,80464.92
S501403,2026-01-03 00:00:00,E1088,C2078,P3001,7,R04,172745.27
S501404,2026-07-27 00:00:00,E1052,C2435,P3054,5,R05,35030.08
S501405,2026-07-16 00:00:00,E1039,C2172,P3042,5,R04,98019.69
S501406,2026-03-26 00:00:00,E1024,C2096,P3034,6,R02,91355.47
S501407,2026-05-05 00:00:00,E1061,C2306,P3027,8,R03,27966.57
S501408,2026-05-18 00:00:00,E1092,C2373,P3021,5,R05,222479.08
S501409,2026-03-24 00:00:00,E1117,C2273,P3024,3,R05,103662.32
S501410,2026-01-25 00:00:00,E1077,C2419,P3015,6,R05,79530.56
S501411,2026-03-09 00:00:00,E1029,C2385,P3035,2,R04,93281.01
S501412,2026-03-02 00:00:00,E1068,C2413,P3025,8,R05,466971.83
S501413,2026-01-29 00:00:00,E1009,C2179,P3055,8,R04,16763.63
S501414,2026-05-07 00:00:00,E1030,C2064,P3009,3,R01,68830.79
S501415,2026-01-19 00:00:00,E1012,C2132,P3017,8,R06,105213.86
S501416,2026-06-20 00:00:00,E1103,C2343,P3021,9,R02,401467.74
S501417,2026-07-13 00:00:00,E1019,C2412,P3060,5,R03,142026.9
S501418,2026-03-15 00:00:00,E1057,C2272,P3013,5,R01,145635.64
S501419,2026-03-02 00:00:00,E1052,C2319,P3003,6,R05,203320.61
S501420,2026-06-20 00:00:00,E1015,C2332,P3004,7,R02,142815.39
S501421,2026-06-02 00:00:00,E1120,C2437,P3004,3,R04,59087.44
S501422,2026-01-20 00:00:00,E1076,C2341,P3043,5,R05,296755.01
S501423,2026-02-17 00:00:00,E1101,C2109,P3028,1,R01,48717.78
S501424,2026-07-30 00:00:00,E1010,C2273,P3007,11,R05,651117.27
S501425,2026-03-28 00:00:00,E1101,C2168,P3026,10,R01,392114.97
S501426,2026-06-01 00:00:00,E1012,C2397,P3011,5,R06,272005.9
S501427,2026-05-19 00:00:00,E1065,C2180,P3024,4,R02,147310.27
S501428,2026-04-20 00:00:00,E1110,C2058,P3043,1,R01,60198.48
S501429,2026-08-14 00:00:00,E1078,C2421,P3010,7,R01,291171.53
S501430,2026-07-02 00:00:00,E1069,C2079,P3037,1,R01,57454.87
S501431,2026-01-28 00:00:00,E1055,C2061,P3013,8,R04,253867.73
S501432,2026-07-16 00:00:00,E1041,C2369,P3044,10,R01,326753.39
S501433,2026-07-10 00:00:00,E1080,C2121,P3042,2,R01,41656
S501434,2026-02-28 00:00:00,E1058,C2207,P3039,10,R02,273578.99
S501435,2026-05-13 00:00:00,E1029,C2034,P3019,5,R04,268365.63
S501436,2026-02-20 00:00:00,E1077,C2070,P3051,6,R05,343454.78
S501437,2026-05-29 00:00:00,E1041,C2017,P3019,9,R01,442146.8
S501438,2026-01-12 00:00:00,E1026,C2020,P3012,7,R05,138358.94
S501439,2026-02-19 00:00:00,E1022,C2315,P3052,6,R01,376661.62
S501440,2026-05-12 00:00:00,E1011,C2069,P3022,5,R01,91763.59
S501441,2026-09-03 00:00:00,E1045,C2215,P3047,6,R02,283777.73
S501442,2026-04-23 00:00:00,E1016,C2161,P3037,11,R02,718885.96
S501443,2026-06-19 00:00:00,E1085,C2102,P3056,4,R02,185592.77
S501444,2026-07-31 00:00:00,E1050,C2376,P3030,1,R02,47084.98
S501445,2026-06-15 00:00:00,E1088,C2206,P3046,9,R04,65025.63
S501446,2026-06-02 00:00:00,E1022,C2145,P3012,11,R01,222008.53
S501447,2026-01-14 00:00:00,E1062,C2057,P3029,5,R02,353280.38
S501448,2026-07-22 00:00:00,E1118,C2083,P3021,8,R02,320862.75
S501449,2026-02-01 00:00:00,E1110,C2385,P3011,7,R01,360477.13
S501450,2026-05-19 00:00:00,E1098,C2269,P3060,8,R03,231750.42
S501451,2026-07-08 00:00:00,E1052,C2411,P3037,1,R05,65632.59
S501452,2026-05-26 00:00:00,E1024,C2187,P3048,9,R02,305075.62
S501453,2026-06-04 00:00:00,E1014,C2006,P3058,1,R02,39058.51
S501454,2026-02-24 00:00:00,E1071,C2353,P3018,3,R05,106852.2
S501455,2026-07-01 00:00:00,E1005,C2350,P3044,8,R02,267462.84
S501456,2026-07-29 00:00:00,E1094,C2110,P3059,11,R04,188428.25
S501457,2026-04-30 00:00:00,E1080,C2407,P3027,1,R01,3637.6
S501458,2026-08-03 00:00:00,E1074,C2138,P3037,1,R05,61920.42
S501459,2026-03-16 00:00:00,E1010,C2051,P3048,6,R05,202243.92
S501460,2026-01-21 00:00:00,E1117,C2403,P3012,5,R05,103843.22
S501461,2026-06-21 00:00:00,E1036,C2051,P3023,11,R05,753318
S501462,2026-05-13 00:00:00,E1103,C2087,P3034,6,R02,97070.39
S501463,2026-03-28 00:00:00,E1022,C2068,P3038,3,R01,198329.81
S501464,2026-06-18 00:00:00,E1060,C2084,P3023,10,R02,722917.63
S501465,2026-02-28 00:00:00,E1019,C2042,P3053,10,R03,168687.52
S501466,2026-03-30 00:00:00,E1099,C2219,P3025,6,R01,336719.81
S501467,2026-08-21 00:00:00,E1074,C2057,P3004,2,R05,38578.26
S501468,2026-07-01 00:00:00,E1117,C2226,P3030,8,R05,328415.26
S501469,2026-07-21 00:00:00,E1115,C2196,P3030,6,R04,248346.52
S501470,2026-05-30 00:00:00,E1083,C2248,P3013,4,R02,124799.43
S501471,2026-03-24 00:00:00,E1045,C2166,P3042,4,R02,75735.25
S501472,2026-03-06 00:00:00,E1097,C2062,P3049,11,R04,479900.11
S501473,2026-03-05 00:00:00,E1100,C2263,P3014,7,R01,61136.75
S501474,2026-03-12 00:00:00,E1007,C2112,P3056,3,R01,136841.61
S501475,2026-01-04 00:00:00,E1088,C2253,P3047,11,R04,474174.84
S501476,2026-07-12 00:00:00,E1080,C2199,P3008,3,R01,114029.06
S501477,2026-05-23 00:00:00,E1069,C2178,P3055,6,R01,12382.57
S501478,2026-04-14 00:00:00,E1013,C2436,P3024,9,R05,326190.03
S501479,2026-07-23 00:00:00,E1102,C2026,P3018,1,R04,41183.54
S501480,2026-05-30 00:00:00,E1013,C2410,P3035,5,R05,208322.54
S501481,2026-08-02 00:00:00,E1111,C2246,P3025,1,R02,61639.04
S501482,2026-08-30 00:00:00,E1068,C2019,P3017,1,R05,13879.67
S501483,2026-06-24 00:00:00,E1003,C2265,P3032,3,R05,186918.9
S501484,2026-07-28 00:00:00,E1016,C2317,P3056,3,R02,146068.79
S501485,2026-04-03 00:00:00,E1024,C2020,P3024,4,R02,146669.43
S501486,2026-06-23 00:00:00,E1030,C2106,P3007,3,R01,175205.12
S501487,2026-05-22 00:00:00,E1083,C2237,P3013,6,R02,187593.06
S501488,2026-06-27 00:00:00,E1098,C2306,P3027,4,R03,13514.63
S501489,2026-05-28 00:00:00,E1008,C2246,P3048,8,R06,258639.5
S501490,2026-06-27 00:00:00,E1096,C2081,P3005,1,R03,20897.35
S501491,2026-04-22 00:00:00,E1029,C2150,P3036,8,R04,256286.83
S501492,2026-06-10 00:00:00,E1015,C2397,P3026,11,R02,435914.22
S501493,2026-04-29 00:00:00,E1046,C2396,P3042,1,R04,19971.58
S501494,2026-02-28 00:00:00,E1031,C2010,P3045,11,R04,546821.76
S501495,2026-02-12 00:00:00,E1083,C2321,P3031,1,R02,62280.59
S501496,2026-07-26 00:00:00,E1033,C2224,P3010,7,R01,324380.24
S501497,2026-01-12 00:00:00,E1112,C2414,P3046,1,R02,6674.08
S501498,2026-02-09 00:00:00,E1072,C2264,P3026,9,R02,373573.94
S501499,2026-04-28 00:00:00,E1117,C2149,P3022,8,R05,150386.18
S501500,2026-01-20 00:00:00,E1090,C2278,P3012,1,R03,20187.47
S501501,2026-08-10 00:00:00,E1007,C2274,P3032,2,R01,130598.94
S501502,2026-06-15 00:00:00,E1028,C2194,P3027,2,R04,7058.39
S501503,2026-05-11 00:00:00,E1084,C2432,P3033,2,R01,35452.49
S501504,2026-06-05 00:00:00,E1090,C2172,P3053,6,R03,98405.67
S501505,2026-07-03 00:00:00,E1103,C2265,P3052,4,R02,254984.48
S501506,2026-03-31 00:00:00,E1025,C2023,P3020,8,R03,63016.56
S501507,2026-04-04 00:00:00,E1104,C2310,P3039,1,R04,24552.97
S501508,2026-01-13 00:00:00,E1035,C2026,P3041,10,R06,611599.27
S501509,2026-07-24 00:00:00,E1042,C2350,P3040,4,R03,69617.58
S501510,2026-03-07 00:00:00,E1049,C2356,P3059,10,R04,173230.3
S501511,2026-02-06 00:00:00,E1081,C2026,P3013,11,R06,347130.86
S501512,2026-06-26 00:00:00,E1077,C2034,P3014,5,R05,42604.75
S501513,2026-08-18 00:00:00,E1088,C2264,P3044,9,R04,295437.13
S501514,2026-03-07 00:00:00,E1120,C2138,P3040,5,R04,91535.9
S501515,2026-02-05 00:00:00,E1025,C2304,P3053,11,R03,183889.46
S501516,2026-07-01 00:00:00,E1067,C2183,P3022,3,R01,52647.98
S501517,2026-01-26 00:00:00,E1019,C2363,P3018,11,R03,425430.05
S501518,2026-03-16 00:00:00,E1046,C2242,P3048,4,R04,123578.38
S501519,2026-07-19 00:00:00,E1078,C2054,P3029,10,R01,701278.12
S501520,2026-04-18 00:00:00,E1059,C2168,P3043,7,R01,435539.81
S501521,2026-06-17 00:00:00,E1109,C2119,P3016,1,R02,46982.35
S501522,2026-02-12 00:00:00,E1029,C2143,P3046,11,R04,81647.98
S501523,2026-05-30 00:00:00,E1106,C2081,P3035,6,R02,266551.11
S501524,2026-05-28 00:00:00,E1073,C2245,P3053,8,R01,134470.68
S501525,2026-01-08 00:00:00,E1024,C2402,P3034,1,R02,15778.96
S501526,2026-01-29 00:00:00,E1087,C2352,P3003,8,R05,278046.07
S501527,2026-02-09 00:00:00,E1035,C2358,P3004,7,R06,129275.54
S501528,2026-08-06 00:00:00,E1012,C2407,P3054,1,R06,7661.03
S501529,2026-06-07 00:00:00,E1088,C2062,P3005,9,R04,187680.08
S501530,2026-07-28 00:00:00,E1108,C2046,P3010,11,R05,484848.58
S501531,2026-05-08 00:00:00,E1036,C2087,P3052,3,R05,175970.73
S501532,2026-03-25 00:00:00,E1118,C2099,P3029,2,R02,136261.59
S501533,2026-04-26 00:00:00,E1095,C2295,P3032,7,R05,477156.33
S501534,2026-07-02 00:00:00,E1044,C2399,P3031,11,R06,685896.86
S501535,2026-05-24 00:00:00,E1029,C2053,P3002,3,R04,21922.77
S501536,2026-06-23 00:00:00,E1084,C2192,P3012,1,R01,19843.9
S501537,2026-03-03 00:00:00,E1080,C2447,P3027,10,R01,32486.41
S501538,2026-08-23 00:00:00,E1084,C2080,P3005,3,R01,67420.52
S501539,2026-01-07 00:00:00,E1094,C2016,P3037,6,R04,374289.24
S501540,2026-07-27 00:00:00,E1025,C2360,P3027,3,R03,10623.19
S501541,2026-02-14 00:00:00,E1009,C2326,P3023,5,R04,363697.66
S501542,2026-07-06 00:00:00,E1108,C2194,P3033,9,R05,160525.36
S501543,2026-08-27 00:00:00,E1120,C2141,P3004,7,R04,141879.23
S501544,2026-07-03 00:00:00,E1111,C2108,P3059,2,R02,31829.69
S501545,2026-06-25 00:00:00,E1055,C2303,P3021,1,R04,44631.38
S501546,2026-06-04 00:00:00,E1074,C2265,P3024,7,R05,262556.35
S501547,2026-06-30 00:00:00,E1005,C2447,P3044,4,R02,122263.17
S501548,2026-08-03 00:00:00,E1093,C2290,P3031,11,R05,693615.28
S501549,2026-03-29 00:00:00,E1102,C2209,P3044,7,R04,225813.81
S501550,2026-03-14 00:00:00,E1006,C2413,P3048,6,R02,207989.31
S501551,2026-06-12 00:00:00,E1099,C2165,P3024,7,R01,237722.41
S501552,2026-06-28 00:00:00,E1051,C2427,P3049,4,R06,175916.93
S501553,2026-07-31 00:00:00,E1100,C2342,P3053,3,R01,44610.44
S501554,2026-02-06 00:00:00,E1031,C2371,P3010,5,R04,235608.79
S501555,2026-08-22 00:00:00,E1074,C2320,P3049,3,R05,137940.26
S501556,2026-07-28 00:00:00,E1105,C2152,P3049,3,R06,132206.78
S501557,2026-08-27 00:00:00,E1065,C2290,P3050,4,R02,50052.71
S501558,2026-08-11 00:00:00,E1049,C2432,P3002,8,R04,63204.74
S501559,2026-04-29 00:00:00,E1027,C2268,P3031,2,R02,116691.7
S501560,2026-02-26 00:00:00,E1059,C2151,P3025,4,R01,240529.69
S501561,2026-01-08 00:00:00,E1038,C2207,P3004,11,R01,215562.68
S501562,2026-07-26 00:00:00,E1100,C2255,P3051,3,R01,152947.16
S501563,2026-04-05 00:00:00,E1008,C2353,P3011,7,R06,346738.07
S501564,2026-04-27 00:00:00,E1042,C2377,P3017,2,R03,27830.04
S501565,2026-08-10 00:00:00,E1094,C2141,P3044,1,R04,30799.65
S501566,2026-04-20 00:00:00,E1041,C2343,P3002,10,R01,80926.18
S501567,2026-01-20 00:00:00,E1064,C2358,P3006,1,R02,21984.41
S501568,2026-05-04 00:00:00,E1105,C2096,P3009,6,R06,127907.53
S501569,2026-08-19 00:00:00,E1094,C2429,P3005,3,R04,64469.97
S501570,2026-02-22 00:00:00,E1080,C2370,P3020,7,R01,57825.37
S501571,2026-04-29 00:00:00,E1055,C2227,P3029,8,R04,561255.35
S501572,2026-01-12 00:00:00,E1116,C2193,P3021,5,R06,213816.14
S501573,2026-06-26 00:00:00,E1104,C2303,P3009,5,R04,115080.25
S501574,2026-01-17 00:00:00,E1005,C2314,P3028,2,R02,95526.77
S501575,2026-03-05 00:00:00,E1108,C2389,P3055,8,R05,14628.6
S501576,2026-02-11 00:00:00,E1084,C2377,P3008,10,R01,387379.84
S501577,2026-04-04 00:00:00,E1110,C2118,P3031,1,R01,57280.22
S501578,2026-06-06 00:00:00,E1114,C2005,P3020,10,R05,75378.98
S501579,2026-05-27 00:00:00,E1026,C2444,P3027,9,R05,29414.77
S501580,2026-08-26 00:00:00,E1008,C2352,P3008,1,R06,37660.79
S501581,2026-01-11 00:00:00,E1104,C2243,P3054,1,R04,7745.05
S501582,2026-04-08 00:00:00,E1029,C2021,P3021,1,R04,40224.39
S501583,2026-06-27 00:00:00,E1071,C2152,P3028,7,R05,311279.85
S501584,2026-03-12 00:00:00,E1069,C2128,P3023,4,R01,296204.79
S501585,2026-04-18 00:00:00,E1110,C2124,P3006,7,R01,156503.93
S501586,2026-02-27 00:00:00,E1097,C2146,P3003,5,R04,176119.49
