Collection_ID,Collection_Date,Sale_ID,Customer_ID,Collection_Amount,Payment_Mode
COL801036,2026-01-23 00:00:00,S503021,C2076,156924.49,UPI
COL801037,2026-06-03 00:00:00,S504403,C2241,158993.62,Cash
COL801038,2026-04-09 00:00:00,S503857,C2387,38186.22,Bank Transfer
COL801039,2026-01-29 00:00:00,S501593,C2116,28005.02,Cash
COL801040,2026-02-21 00:00:00,S503782,C2408,345318.82,Cheque
COL801041,2026-04-20 00:00:00,S504770,C2246,124479.19,UPI
COL801042,2026-07-22 00:00:00,S502610,C2426,5864.5,Cash
COL801043,2026-04-16 00:00:00,S504211,C2236,390595.58,Cheque
COL801044,2026-09-05 00:00:00,S503639,C2085,449155.34,Bank Transfer
COL801045,2026-02-15 00:00:00,S502794,C2113,285032.11,Cheque
COL801046,2026-01-01 00:00:00,S503915,C2043,363290.09,Bank Transfer
COL801047,2026-07-10 00:00:00,S501667,C2174,31672.37,Cash
COL801048,2026-05-24 00:00:00,S504525,C2244,290289.7,Card
COL801049,2026-01-25 00:00:00,S502670,C2052,332566.04,Cheque
COL801050,2026-03-03 00:00:00,S501917,C2334,125991.39,Card
COL801051,2026-08-18 00:00:00,S504682,C2436,119663.56,UPI
COL801052,2026-03-23 00:00:00,S503007,C2180,248128.8,Card
COL801053,2026-03-21 00:00:00,S500268,C2219,124896.64,UPI
COL801054,2026-07-30 00:00:00,S504680,C2213,334268.61,Cash
COL801055,2026-05-24 00:00:00,S500007,C2080,313404.27,Cash
COL801056,2026-07-16 00:00:00,S501044,C2419,519382.3,Cheque
COL801057,2026-04-01 00:00:00,S500500,C2018,46352.69,Card
COL801058,2026-08-24 00:00:00,S501700,C2042,230753.4,UPI
COL801059,2026-07-17 00:00:00,S504776,C2241,393180.81,UPI
COL801060,2026-05-01 00:00:00,S503913,C2124,94120.38,Card
COL801061,2026-06-11 00:00:00,S502653,C2431,218558.88,Cash
COL801062,2026-07-27 00:00:00,S500048,C2058,374943.96,Cash
COL801063,2026-02-22 00:00:00,S500867,C2438,14628.94,UPI
COL801064,2026-05-31 00:00:00,S502318,C2168,59558.32,Cheque
COL801065,2026-06-20 00:00:00,S504555,C2130,564071.53,Cash
COL801066,2026-02-13 00:00:00,S500560,C2125,102796.56,Bank Transfer
COL801067,2026-02-01 00:00:00,S502133,C2359,329899.44,UPI
COL801068,2026-08-23 00:00:00,S502949,C2119,107048.1,Card
COL801069,2026-01-23 00:00:00,S500702,C2102,131652.8,Card
COL801070,2026-05-28 00:00:00,S501979,C2068,36190.01,UPI
COL801071,2026-01-19 00:00:00,S500036,C2401,107608.39,UPI
COL801072,2026-08-09 00:00:00,S501281,C2337,165239.04,Cash
COL801073,2026-07-19 00:00:00,S500050,C2034,235813.97,UPI
COL801074,2026-01-29 00:00:00,S500009,C2390,54357.89,UPI
COL801075,2026-05-26 00:00:00,S501811,C2112,109402.64,Bank Transfer
COL801076,2026-03-10 00:00:00,S503732,C2250,364028.9,Card
COL801077,2026-05-20 00:00:00,S502236,C2168,224022.24,Cash
COL801078,2026-01-10 00:00:00,S504334,C2342,363377.81,Cheque
COL801079,2026-04-21 00:00:00,S501792,C2206,228468.37,Cash
COL801080,2026-02-06 00:00:00,S500745,C2072,224365.92,Card
COL801081,2026-03-22 00:00:00,S500162,C2144,92141.97,Cheque
COL801082,2026-04-06 00:00:00,S500026,C2266,332376.34,UPI
COL801083,2026-02-24 00:00:00,S502607,C2233,203183.66,Bank Transfer
COL801084,2026-05-12 00:00:00,S500877,C2300,111213.87,Bank Transfer
COL801085,2026-08-11 00:00:00,S500632,C2349,110307.67,Card
COL801086,2026-05-08 00:00:00,S501426,C2397,222600.78,Card
COL801087,2026-03-04 00:00:00,S501330,C2343,322526.42,Bank Transfer
COL801088,2026-08-06 00:00:00,S503086,C2396,85429.14,Cheque
COL801089,2026-01-12 00:00:00,S504668,C2399,446049.64,Cheque
COL801090,2026-05-26 00:00:00,S501732,C2389,381293.2,Cash
COL801091,2026-01-08 00:00:00,S501320,C2008,52902.73,UPI
COL801092,2026-02-01 00:00:00,S501741,C2218,71494.36,Cheque
COL801093,2026-07-31 00:00:00,S504537,C2273,5716.75,UPI
COL801094,2026-02-18 00:00:00,S500443,C2239,579508.65,Card
COL801095,2026-04-14 00:00:00,S504488,C2354,253010.87,Cheque
COL801096,2026-07-10 00:00:00,S501769,C2260,327230.51,Cheque
COL801097,2026-07-24 00:00:00,S502301,C2296,34530.67,Cheque
COL801098,2026-07-06 00:00:00,S501744,C2432,363370.62,Cash
COL801099,2026-03-28 00:00:00,S502737,C2255,13617.64,Card
COL801100,2026-07-14 00:00:00,S503531,C2405,136838.98,Bank Transfer
COL801101,2026-04-09 00:00:00,S504267,C2432,46026.1,Cash
COL801102,2026-06-16 00:00:00,S502672,C2395,341303.91,Cash
COL801103,2026-02-19 00:00:00,S500124,C2059,106030.72,Cheque
COL801104,2026-08-01 00:00:00,S501931,C2357,89666.6,Cash
COL801105,2026-07-18 00:00:00,S504223,C2045,84554.66,Bank Transfer
COL801106,2026-09-03 00:00:00,S500663,C2220,193545.97,Cash
COL801107,2026-06-03 00:00:00,S502577,C2376,101140.06,Cash
COL801108,2026-05-31 00:00:00,S500752,C2253,163217.8,Cheque
COL801109,2026-04-06 00:00:00,S502723,C2236,131294.54,Card
COL801110,2026-03-04 00:00:00,S503474,C2374,518709.25,Bank Transfer
COL801111,2026-07-13 00:00:00,S505185,C2056,230416.4,Cheque
COL801112,2026-06-16 00:00:00,S500905,C2222,58419.75,Cash
COL801113,2026-03-07 00:00:00,S502109,C2049,82520.23,Bank Transfer
COL801114,2026-04-13 00:00:00,S502298,C2199,9879.13,UPI
COL801115,2026-02-15 00:00:00,S503943,C2350,62606.78,Cash
COL801116,2026-05-23 00:00:00,S502288,C2023,93314.12,Card
COL801117,2026-01-16 00:00:00,S502159,C2309,73550.01,Cash
COL801118,2026-04-30 00:00:00,S504469,C2193,58945,Card
COL801119,2026-03-31 00:00:00,S501562,C2255,106387.82,UPI
COL801120,2026-03-13 00:00:00,S501360,C2379,12559.85,Cheque
COL801121,2026-01-16 00:00:00,S503369,C2049,109505.05,Cheque
COL801122,2026-03-26 00:00:00,S501816,C2168,183904.87,Cheque
COL801123,2026-02-08 00:00:00,S501581,C2243,7402.27,Bank Transfer
COL801124,2026-05-19 00:00:00,S504490,C2407,33179.96,Card
COL801125,2026-08-04 00:00:00,S501167,C2265,469710.08,Cash
COL801126,2026-02-05 00:00:00,S501679,C2060,37182.99,Bank Transfer
COL801127,2026-01-18 00:00:00,S502050,C2181,36833.76,Bank Transfer
COL801128,2026-05-31 00:00:00,S500597,C2433,360828.34,Cash
COL801129,2026-03-18 00:00:00,S500148,C2356,42687.08,UPI
COL801130,2026-02-18 00:00:00,S504904,C2183,18519.01,Cheque
COL801131,2026-08-24 00:00:00,S501073,C2103,363542.05,UPI
COL801132,2026-08-30 00:00:00,S504060,C2051,186397.45,UPI
COL801133,2026-06-19 00:00:00,S502111,C2155,221731.99,Cheque
COL801134,2026-04-13 00:00:00,S503000,C2396,150705.49,UPI
COL801135,2026-08-24 00:00:00,S500786,C2111,136503.48,Bank Transfer
COL801136,2026-02-13 00:00:00,S503295,C2126,171157.57,Cash
COL801137,2026-04-19 00:00:00,S501831,C2011,86081.54,Bank Transfer
COL801138,2026-05-09 00:00:00,S501324,C2236,148132.06,Bank Transfer
COL801139,2026-01-07 00:00:00,S502089,C2106,95560.44,Card
COL801140,2026-02-17 00:00:00,S502564,C2419,66751.63,Cheque
COL801141,2026-04-22 00:00:00,S502790,C2404,133145.82,Cheque
COL801142,2026-08-01 00:00:00,S500472,C2440,58527.08,Bank Transfer
COL801143,2026-05-24 00:00:00,S501461,C2051,471569.22,Cheque
COL801144,2026-02-17 00:00:00,S500553,C2262,14632.22,Card
COL801145,2026-07-25 00:00:00,S502680,C2152,23184,Cash
COL801146,2026-06-20 00:00:00,S505103,C2265,138449.88,UPI
COL801147,2026-02-20 00:00:00,S500075,C2352,218342.46,Cheque
COL801148,2026-04-17 00:00:00,S504456,C2410,62951.88,Bank Transfer
COL801149,2026-03-07 00:00:00,S505153,C2441,49147.59,Cheque
COL801150,2026-01-31 00:00:00,S503366,C2074,123688.22,Bank Transfer
COL801151,2026-02-08 00:00:00,S502211,C2438,47214.41,UPI
COL801152,2026-01-09 00:00:00,S501534,C2399,418583.72,Cheque
COL801153,2026-02-10 00:00:00,S501936,C2010,203550.34,UPI
COL801154,2026-03-04 00:00:00,S503535,C2242,573867.73,Bank Transfer
COL801155,2026-01-14 00:00:00,S504507,C2362,60677.38,Card
COL801156,2026-02-27 00:00:00,S503300,C2389,144126.69,Card
COL801157,2026-07-21 00:00:00,S503955,C2228,371689.1,Cash
COL801158,2026-08-28 00:00:00,S500065,C2180,344654.13,Bank Transfer
COL801159,2026-03-29 00:00:00,S503398,C2121,14198.41,Bank Transfer
COL801160,2026-08-30 00:00:00,S500519,C2164,136899.17,Bank Transfer
COL801161,2026-04-07 00:00:00,S501854,C2155,38773.19,Card
COL801162,2026-09-05 00:00:00,S503997,C2345,234403.9,Card
COL801163,2026-04-08 00:00:00,S501546,C2265,239698.03,Card
COL801164,2026-07-31 00:00:00,S504502,C2165,391372.26,Cheque
COL801165,2026-07-11 00:00:00,S502946,C2130,31697.5,Cheque
COL801166,2026-06-05 00:00:00,S504543,C2104,19090.64,Card
COL801167,2026-05-12 00:00:00,S503064,C2041,326016.36,UPI
COL801168,2026-06-11 00:00:00,S500564,C2178,304689.59,Cheque
COL801169,2026-05-12 00:00:00,S503543,C2155,320852.17,Cheque
COL801170,2026-09-04 00:00:00,S502699,C2281,66313.55,Cheque
COL801171,2026-03-11 00:00:00,S505198,C2312,52269,Cheque
COL801172,2026-07-05 00:00:00,S501446,C2145,180567.48,Cash
COL801173,2026-03-27 00:00:00,S503524,C2047,232990.42,Cheque
COL801174,2026-01-04 00:00:00,S500429,C2438,90434.57,UPI
COL801175,2026-02-19 00:00:00,S502242,C2444,250935.09,Cash
COL801176,2026-01-05 00:00:00,S502830,C2340,324719,Cheque
COL801177,2026-03-16 00:00:00,S502626,C2108,685543.86,Bank Transfer
COL801178,2026-02-14 00:00:00,S500097,C2293,252825.27,Cash
COL801179,2026-06-12 00:00:00,S502302,C2356,75204.5,Cheque
COL801180,2026-07-30 00:00:00,S503906,C2443,28016.32,UPI
COL801181,2026-09-01 00:00:00,S500839,C2210,48036.21,Card
COL801182,2026-07-22 00:00:00,S502657,C2410,81230.29,Cheque
COL801183,2026-07-22 00:00:00,S504786,C2298,128226.61,Bank Transfer
COL801184,2026-04-27 00:00:00,S504690,C2115,30304.08,UPI
COL801185,2026-01-27 00:00:00,S504757,C2051,42321.32,Cash
COL801186,2026-05-10 00:00:00,S504088,C2208,46701.75,UPI
COL801187,2026-07-01 00:00:00,S501028,C2428,101773.15,Cheque
COL801188,2026-08-27 00:00:00,S504850,C2240,154500.17,Bank Transfer
COL801189,2026-04-28 00:00:00,S502592,C2280,40225.03,UPI
COL801190,2026-07-19 00:00:00,S505021,C2220,489656.13,UPI
COL801191,2026-08-14 00:00:00,S504209,C2220,107808.85,Card
COL801192,2026-04-14 00:00:00,S504779,C2275,196270.23,Card
COL801193,2026-09-05 00:00:00,S500180,C2092,356729.88,Cheque
COL801194,2026-07-31 00:00:00,S500218,C2141,79491.41,Cash
COL801195,2026-08-03 00:00:00,S504050,C2376,13854.33,Cash
COL801196,2026-07-26 00:00:00,S503617,C2065,430294.21,Bank Transfer
COL801197,2026-06-25 00:00:00,S503298,C2418,297955.01,Cheque
COL801198,2026-07-24 00:00:00,S504986,C2029,415296.16,Cash
COL801199,2026-09-04 00:00:00,S504590,C2059,224410.52,UPI
COL801200,2026-08-11 00:00:00,S501389,C2392,125174.56,Cheque
COL801201,2026-02-18 00:00:00,S503203,C2159,281020.28,UPI
COL801202,2026-04-20 00:00:00,S502175,C2094,20722.48,Bank Transfer
COL801203,2026-03-19 00:00:00,S503292,C2290,335256.29,Cheque
COL801204,2026-01-01 00:00:00,S504113,C2134,235243.34,Bank Transfer
COL801205,2026-04-30 00:00:00,S504057,C2154,61930.18,Card
COL801206,2026-08-07 00:00:00,S500170,C2061,437783.33,Bank Transfer
COL801207,2026-06-10 00:00:00,S501578,C2005,52998.45,Card
COL801208,2026-02-04 00:00:00,S504718,C2036,213718.52,Cheque
COL801209,2026-07-01 00:00:00,S503488,C2383,29116.36,UPI
COL801210,2026-02-25 00:00:00,S503865,C2154,10039.24,UPI
COL801211,2026-05-23 00:00:00,S503564,C2436,243444.43,UPI
COL801212,2026-07-16 00:00:00,S504654,C2080,125956.87,Bank Transfer
COL801213,2026-08-17 00:00:00,S500535,C2257,72215.2,Cheque
COL801214,2026-01-04 00:00:00,S503608,C2227,88123.12,Cheque
COL801215,2026-04-20 00:00:00,S503122,C2308,45786.02,Card
COL801216,2026-03-25 00:00:00,S501867,C2159,305261.54,Cheque
COL801217,2026-07-11 00:00:00,S502105,C2210,122935.39,UPI
COL801218,2026-08-19 00:00:00,S502850,C2132,324201.67,Cheque
COL801219,2026-01-22 00:00:00,S504519,C2169,283604.07,Card
COL801220,2026-01-24 00:00:00,S501234,C2196,17874.2,Cheque
COL801221,2026-06-24 00:00:00,S503545,C2023,249573.61,Cheque
COL801222,2026-03-16 00:00:00,S500092,C2054,81125.95,UPI
COL801223,2026-04-20 00:00:00,S504454,C2178,125261.16,Cheque
COL801224,2026-05-14 00:00:00,S500448,C2045,26482.83,Bank Transfer
COL801225,2026-06-04 00:00:00,S503228,C2094,443479.78,Card
COL801226,2026-05-18 00:00:00,S503043,C2108,400909.38,Card
COL801227,2026-06-16 00:00:00,S500993,C2047,28951.36,Card
COL801228,2026-07-21 00:00:00,S503886,C2247,146243.05,Cheque
COL801229,2026-04-20 00:00:00,S503527,C2095,231906.51,Bank Transfer
COL801230,2026-03-31 00:00:00,S500033,C2413,189293.64,Card
COL801231,2026-02-06 00:00:00,S504335,C2338,488569.02,Cash
COL801232,2026-02-23 00:00:00,S502958,C2037,61374.79,UPI
COL801233,2026-08-13 00:00:00,S504934,C2155,21221.27,Cash
COL801234,2026-02-20 00:00:00,S504795,C2360,39045.61,Cash
COL801235,2026-03-01 00:00:00,S501941,C2044,92371.3,Card
COL801236,2026-03-13 00:00:00,S505121,C2271,21387.39,Cash
COL801237,2026-05-08 00:00:00,S503768,C2122,22108.47,Cash
COL801238,2026-02-20 00:00:00,S504259,C2098,105087.51,Bank Transfer
COL801239,2026-03-03 00:00:00,S500608,C2053,37591.16,UPI
COL801240,2026-02-18 00:00:00,S504707,C2014,215501.16,Cheque
COL801241,2026-06-28 00:00:00,S502903,C2005,81877.87,Card
COL801242,2026-01-28 00:00:00,S502057,C2383,157921.46,Card
COL801243,2026-08-28 00:00:00,S500718,C2282,123468.83,Cash
COL801244,2026-06-13 00:00:00,S505148,C2379,343009.45,Cheque
COL801245,2026-08-20 00:00:00,S501378,C2271,650046.61,Cheque
COL801246,2026-06-02 00:00:00,S503171,C2175,195801.99,Cheque
COL801247,2026-06-13 00:00:00,S500687,C2049,12163.52,Card
COL801248,2026-03-18 00:00:00,S501106,C2214,93207.72,Card
COL801249,2026-07-07 00:00:00,S502736,C2126,11598.94,Bank Transfer
COL801250,2026-01-07 00:00:00,S502297,C2238,26626.16,Card
COL801251,2026-03-06 00:00:00,S501485,C2020,91229.19,Card
COL801252,2026-07-20 00:00:00,S501796,C2370,132400.24,Bank Transfer
COL801253,2026-05-03 00:00:00,S502215,C2006,110078.57,Card
COL801254,2026-08-08 00:00:00,S501850,C2276,69874.81,Cash
COL801255,2026-02-05 00:00:00,S505089,C2404,97197.04,Cash
COL801256,2026-08-26 00:00:00,S502134,C2249,69031.73,Bank Transfer
COL801257,2026-08-10 00:00:00,S502323,C2366,79337.72,Bank Transfer
COL801258,2026-03-14 00:00:00,S502913,C2320,105715.45,Cash
COL801259,2026-01-30 00:00:00,S504921,C2420,14693.49,Cheque
COL801260,2026-08-15 00:00:00,S502959,C2008,159268.54,Card
COL801261,2026-02-16 00:00:00,S502413,C2005,363589.51,UPI
COL801262,2026-04-01 00:00:00,S504623,C2031,14882.4,UPI
COL801263,2026-01-29 00:00:00,S503946,C2038,46627.38,Bank Transfer
COL801264,2026-01-05 00:00:00,S500585,C2037,80868.01,UPI
COL801265,2026-03-06 00:00:00,S503034,C2056,283905.56,Cheque
COL801266,2026-08-23 00:00:00,S504890,C2194,382850.93,UPI
COL801267,2026-04-25 00:00:00,S502327,C2366,31016.55,Cash
COL801268,2026-07-16 00:00:00,S501260,C2048,176808.37,Bank Transfer
COL801269,2026-03-04 00:00:00,S500421,C2379,45408.35,UPI
COL801270,2026-09-03 00:00:00,S504129,C2341,153333.7,Card
COL801271,2026-04-03 00:00:00,S501102,C2240,412200.59,Bank Transfer
COL801272,2026-07-03 00:00:00,S504559,C2240,104152.06,Cheque
COL801273,2026-01-17 00:00:00,S502617,C2339,237166.39,Cash
COL801274,2026-05-07 00:00:00,S500219,C2314,253348.27,UPI
COL801275,2026-02-20 00:00:00,S504156,C2255,51096.4,Cash
COL801276,2026-04-23 00:00:00,S502503,C2389,137771.37,Cheque
COL801277,2026-02-06 00:00:00,S504671,C2373,7222.41,UPI
COL801278,2026-03-29 00:00:00,S500073,C2256,220054.32,Bank Transfer
COL801279,2026-04-26 00:00:00,S502492,C2141,194520.87,Bank Transfer
COL801280,2026-05-05 00:00:00,S500167,C2139,334546.89,Card
COL801281,2026-08-07 00:00:00,S501375,C2433,163434.59,Cheque
COL801282,2026-05-17 00:00:00,S502890,C2435,149830.73,UPI
COL801283,2026-09-03 00:00:00,S502514,C2344,23482.62,Cash
COL801284,2026-02-07 00:00:00,S503114,C2212,46176.42,Cash
COL801285,2026-02-22 00:00:00,S504422,C2103,54159.5,UPI
COL801286,2026-05-21 00:00:00,S505093,C2265,380562.03,Cheque
COL801287,2026-03-31 00:00:00,S504889,C2228,183763.27,Cheque
COL801288,2026-02-22 00:00:00,S504019,C2232,54953.53,Cash
COL801289,2026-07-22 00:00:00,S501609,C2326,73177.3,UPI
COL801290,2026-04-29 00:00:00,S502372,C2058,287873.99,UPI
COL801291,2026-08-04 00:00:00,S504665,C2270,287659.58,Cash
COL801292,2026-04-29 00:00:00,S504745,C2387,31510.94,UPI
COL801293,2026-08-13 00:00:00,S500725,C2328,95147.41,UPI
COL801294,2026-02-18 00:00:00,S504135,C2180,163936.97,Bank Transfer
COL801295,2026-05-02 00:00:00,S504541,C2437,269587.29,Bank Transfer
COL801296,2026-03-11 00:00:00,S502066,C2187,332425.32,Card
COL801297,2026-06-12 00:00:00,S505015,C2109,103613.75,Card
COL801298,2026-01-16 00:00:00,S504946,C2105,138849.01,Cheque
COL801299,2026-01-13 00:00:00,S502692,C2357,253157.47,Bank Transfer
COL801300,2026-08-24 00:00:00,S503720,C2401,103212.81,Bank Transfer
COL801301,2026-05-01 00:00:00,S504173,C2430,66942.21,Bank Transfer
COL801302,2026-05-19 00:00:00,S503237,C2290,96905.27,Bank Transfer
COL801303,2026-03-28 00:00:00,S501652,C2368,671047.84,Cheque
COL801304,2026-05-10 00:00:00,S501313,C2384,373012.7,Cash
COL801305,2026-04-04 00:00:00,S502173,C2258,32758.46,Cheque
COL801306,2026-01-19 00:00:00,S504430,C2412,23398.91,Cash
COL801307,2026-04-14 00:00:00,S500754,C2060,250372.7,Card
COL801308,2026-02-14 00:00:00,S503345,C2142,134868.96,Bank Transfer
COL801309,2026-06-23 00:00:00,S503196,C2036,318186.39,Cash
COL801310,2026-02-16 00:00:00,S501465,C2042,142507.51,Cheque
COL801311,2026-06-26 00:00:00,S502640,C2013,44003.1,Cash
COL801312,2026-03-20 00:00:00,S500668,C2002,124891.7,UPI
COL801313,2026-09-02 00:00:00,S504633,C2395,109698.44,Card
COL801314,2026-02-11 00:00:00,S504199,C2142,67537.81,Card
COL801315,2026-06-10 00:00:00,S501353,C2133,51202.29,Bank Transfer
COL801316,2026-04-18 00:00:00,S504483,C2289,38869.5,Bank Transfer
COL801317,2026-06-18 00:00:00,S501063,C2210,120708.99,Cheque
COL801318,2026-04-29 00:00:00,S500156,C2237,194385.31,Cash
COL801319,2026-07-16 00:00:00,S502855,C2202,272802.86,UPI
COL801320,2026-03-27 00:00:00,S503566,C2049,361343.72,Card
COL801321,2026-08-07 00:00:00,S500330,C2042,27439.39,Cash
COL801322,2026-04-21 00:00:00,S502767,C2204,55200.72,UPI
COL801323,2026-08-15 00:00:00,S502272,C2304,642366.41,Cash
COL801324,2026-01-19 00:00:00,S501000,C2372,220417.2,Bank Transfer
COL801325,2026-02-08 00:00:00,S500621,C2292,56872.15,Card
COL801326,2026-05-15 00:00:00,S501993,C2319,113066.22,UPI
COL801327,2026-02-08 00:00:00,S503378,C2313,234560.27,Bank Transfer
COL801328,2026-04-08 00:00:00,S500613,C2408,47604.01,Cheque
COL801329,2026-02-03 00:00:00,S502908,C2238,110210.19,Cheque
COL801330,2026-08-07 00:00:00,S504022,C2327,180447.11,Bank Transfer
COL801331,2026-06-21 00:00:00,S501024,C2073,342176.62,UPI
COL801332,2026-07-16 00:00:00,S502403,C2296,360535.48,UPI
COL801333,2026-03-09 00:00:00,S501692,C2229,80018.47,Card
COL801334,2026-07-10 00:00:00,S503910,C2351,230454.01,Bank Transfer
COL801335,2026-07-18 00:00:00,S504783,C2216,31321.85,Cheque
COL801336,2026-02-17 00:00:00,S502204,C2429,196565.63,Bank Transfer
COL801337,2026-01-03 00:00:00,S504118,C2085,185217,Cash
COL801338,2026-08-01 00:00:00,S502258,C2324,281048.01,UPI
COL801339,2026-06-11 00:00:00,S502869,C2106,159808.25,Cash
COL801340,2026-04-23 00:00:00,S501403,C2078,156459.68,Cheque
COL801341,2026-05-17 00:00:00,S501301,C2134,52549.4,UPI
COL801342,2026-03-02 00:00:00,S505014,C2211,90724.49,Cheque
COL801343,2026-05-28 00:00:00,S504452,C2230,193559.44,Cheque
COL801344,2026-06-17 00:00:00,S504252,C2429,518153.92,Cheque
COL801345,2026-05-05 00:00:00,S501502,C2194,4497.24,Card
COL801346,2026-01-12 00:00:00,S502995,C2063,61345.32,Cheque
COL801347,2026-04-13 00:00:00,S500194,C2301,2200.99,Cheque
COL801348,2026-08-26 00:00:00,S501233,C2320,221598.79,Cash
COL801349,2026-01-28 00:00:00,S504916,C2308,177388.9,Cash
COL801350,2026-06-25 00:00:00,S502207,C2340,164589.62,Cash
COL801351,2026-08-13 00:00:00,S502386,C2304,68821.71,UPI
COL801352,2026-07-21 00:00:00,S503927,C2036,49577.95,Card
COL801353,2026-03-16 00:00:00,S500870,C2260,51278.5,UPI
COL801354,2026-05-15 00:00:00,S503103,C2249,55408.99,Card
COL801355,2026-03-23 00:00:00,S500934,C2012,42800.16,Card
COL801356,2026-03-24 00:00:00,S503599,C2108,64981.83,Bank Transfer
COL801357,2026-05-22 00:00:00,S501642,C2222,248110.66,Bank Transfer
COL801358,2026-07-28 00:00:00,S500548,C2438,284884.65,Bank Transfer
COL801359,2026-08-03 00:00:00,S504574,C2333,81880.3,Card
COL801360,2026-05-27 00:00:00,S503146,C2015,100180.85,Card
COL801361,2026-02-23 00:00:00,S500091,C2318,338815.97,UPI
COL801362,2026-07-07 00:00:00,S502352,C2446,82457.7,Card
COL801363,2026-08-25 00:00:00,S503970,C2427,428865.39,Cheque
COL801364,2026-09-04 00:00:00,S502021,C2417,482737.6,Cheque
COL801365,2026-03-08 00:00:00,S505160,C2400,76878.04,Card
COL801366,2026-06-11 00:00:00,S502015,C2142,131878.07,Cheque
COL801367,2026-03-30 00:00:00,S501888,C2083,96342.55,Card
COL801368,2026-06-18 00:00:00,S501552,C2427,160692.38,Bank Transfer
COL801369,2026-06-08 00:00:00,S501683,C2069,56956.79,Card
COL801370,2026-06-16 00:00:00,S501304,C2316,400663.5,Bank Transfer
COL801371,2026-03-19 00:00:00,S500878,C2170,69859.21,Cash
COL801372,2026-08-17 00:00:00,S505029,C2170,261106.3,Cheque
COL801373,2026-06-29 00:00:00,S502525,C2062,29044.57,Cash
COL801374,2026-06-24 00:00:00,S502224,C2303,377416.09,Cheque
COL801375,2026-01-20 00:00:00,S503495,C2008,351438.58,Cash
COL801376,2026-04-06 00:00:00,S501393,C2201,53869,Card
COL801377,2026-08-13 00:00:00,S502878,C2362,435254.42,Cash
COL801378,2026-06-29 00:00:00,S505074,C2053,132089.67,Cheque
COL801379,2026-04-05 00:00:00,S501688,C2387,166711.75,UPI
COL801380,2026-03-12 00:00:00,S500706,C2045,15478.23,Cheque
COL801381,2026-07-09 00:00:00,S500203,C2257,309236.9,UPI
COL801382,2026-05-13 00:00:00,S502806,C2103,204711.21,Card
COL801383,2026-07-04 00:00:00,S501206,C2203,32309.87,Cheque
COL801384,2026-05-12 00:00:00,S501327,C2313,34058.15,Cash
COL801385,2026-05-19 00:00:00,S503418,C2382,208397.17,Card
COL801386,2026-01-19 00:00:00,S500043,C2239,81208.78,Cheque
COL801387,2026-04-12 00:00:00,S503836,C2291,79402.14,Card
COL801388,2026-07-31 00:00:00,S505047,C2018,43995.64,UPI
COL801389,2026-01-27 00:00:00,S500430,C2011,38648.88,Card
COL801390,2026-01-29 00:00:00,S502760,C2130,160566.81,Cash
COL801391,2026-01-18 00:00:00,S504314,C2244,248328.59,Cheque
COL801392,2026-06-14 00:00:00,S504700,C2386,577128.33,UPI
COL801393,2026-07-08 00:00:00,S504139,C2444,397239.32,Card
COL801394,2026-09-01 00:00:00,S503987,C2430,182841.1,Bank Transfer
COL801395,2026-06-24 00:00:00,S503288,C2229,217210.49,UPI
COL801396,2026-09-02 00:00:00,S501022,C2346,281029.19,UPI
COL801397,2026-03-30 00:00:00,S500437,C2206,150098.95,Cash
COL801398,2026-01-20 00:00:00,S504827,C2370,259023.4,Cash
COL801399,2026-03-11 00:00:00,S505196,C2218,150332.82,Card
COL801400,2026-04-10 00:00:00,S504513,C2339,98713.04,Bank Transfer
COL801401,2026-06-26 00:00:00,S500895,C2086,49269.45,UPI
COL801402,2026-05-23 00:00:00,S500003,C2205,103709.82,Card
COL801403,2026-01-18 00:00:00,S501728,C2065,266862.28,Bank Transfer
COL801404,2026-02-07 00:00:00,S501197,C2419,99889.59,Card
COL801405,2026-04-30 00:00:00,S500529,C2372,5938.15,UPI
COL801406,2026-03-30 00:00:00,S502864,C2210,34036.35,Card
COL801407,2026-03-25 00:00:00,S502887,C2403,19898.51,Cash
COL801408,2026-05-30 00:00:00,S502032,C2117,17116.65,Cash
COL801409,2026-08-31 00:00:00,S501391,C2173,17907.08,Cheque
COL801410,2026-07-23 00:00:00,S500584,C2119,61932.66,Bank Transfer
COL801411,2026-08-21 00:00:00,S501897,C2259,93524.89,UPI
COL801412,2026-04-14 00:00:00,S503829,C2294,290176.79,Bank Transfer
COL801413,2026-07-07 00:00:00,S503396,C2015,105665.16,Cash
COL801414,2026-04-21 00:00:00,S503241,C2397,372874.7,UPI
COL801415,2026-08-13 00:00:00,S503798,C2422,130781.85,Cheque
COL801416,2026-08-09 00:00:00,S500751,C2174,42312.74,Cash
COL801417,2026-07-13 00:00:00,S502689,C2186,188808.18,Cash
COL801418,2026-01-26 00:00:00,S501410,C2419,66580.54,Bank Transfer
COL801419,2026-03-05 00:00:00,S502992,C2031,409011.29,Card
COL801420,2026-08-12 00:00:00,S504860,C2370,30634.39,Bank Transfer
COL801421,2026-02-27 00:00:00,S504053,C2170,303144.36,Cash
COL801422,2026-05-11 00:00:00,S501370,C2247,223831.92,Bank Transfer
COL801423,2026-01-30 00:00:00,S503935,C2091,160073.95,Card
COL801424,2026-01-19 00:00:00,S502028,C2389,137001.6,Cheque
COL801425,2026-01-10 00:00:00,S502322,C2240,21663.8,UPI
