Return_ID,Return_Date,Sale_ID,Product_ID,Return_Amount,Return_Reason
RET700382,2026-08-30 00:00:00,S500787,P3057,4515.97,Wrong Product
RET700383,2026-03-04 00:00:00,S500556,P3027,16885.61,Damaged
RET700384,2026-08-17 00:00:00,S502040,P3025,17260.95,Damaged
RET700385,2026-08-29 00:00:00,S501763,P3007,7529.65,Quality Issue
RET700386,2026-07-08 00:00:00,S502113,P3022,1173.59,Wrong Product
RET700387,2026-07-04 00:00:00,S502211,P3002,5396.26,Other
RET700388,2026-01-03 00:00:00,S501702,P3010,10294.55,Quality Issue
RET700389,2026-08-17 00:00:00,S502087,P3054,4605.29,Damaged
RET700390,2026-08-11 00:00:00,S502713,P3018,5253.73,Wrong Product
RET700391,2026-04-09 00:00:00,S502408,P3007,10089.07,Damaged
RET700392,2026-09-04 00:00:00,S502317,P3039,24063.77,Customer Return
RET700393,2026-02-14 00:00:00,S501611,P3020,19223.97,Damaged
RET700394,2026-05-23 00:00:00,S504353,P3012,8333.84,Damaged
RET700395,2026-01-17 00:00:00,S504706,P3009,23814.3,Quality Issue
RET700396,2026-05-23 00:00:00,S501128,P3049,16318.35,Customer Return
RET700397,2026-01-05 00:00:00,S500905,P3058,11658.52,Other
RET700398,2026-08-02 00:00:00,S500164,P3019,11973.35,Other
RET700399,2026-06-23 00:00:00,S501137,P3022,10563.24,Other
RET700400,2026-01-11 00:00:00,S504711,P3060,6208.31,Wrong Product
RET700401,2026-07-11 00:00:00,S502026,P3001,9972.49,Other
RET700402,2026-04-02 00:00:00,S500106,P3047,13433.46,Wrong Product
RET700403,2026-05-22 00:00:00,S504795,P3043,13436.67,Damaged
RET700404,2026-02-08 00:00:00,S504460,P3039,19162.55,Other
RET700405,2026-07-14 00:00:00,S503093,P3051,9290.55,Quality Issue
RET700406,2026-07-02 00:00:00,S502022,P3015,18061.55,Customer Return
RET700407,2026-09-01 00:00:00,S501153,P3007,14663.25,Customer Return
RET700408,2026-02-11 00:00:00,S500699,P3046,24065.21,Damaged
RET700409,2026-07-22 00:00:00,S503868,P3041,9939.48,Customer Return
RET700410,2026-04-04 00:00:00,S503271,P3019,22579.8,Customer Return
RET700411,2026-08-18 00:00:00,S500747,P3055,20605.74,Damaged
RET700412,2026-01-05 00:00:00,S500961,P3029,16122.77,Damaged
RET700413,2026-02-21 00:00:00,S503492,P3058,16535.6,Damaged
RET700414,2026-05-30 00:00:00,S503298,P3010,2573.92,Quality Issue
RET700415,2026-07-24 00:00:00,S502978,P3002,23780.5,Damaged
RET700416,2026-02-13 00:00:00,S500209,P3017,3119.93,Damaged
RET700417,2026-08-31 00:00:00,S503317,P3048,14299.22,Damaged
RET700418,2026-04-25 00:00:00,S501892,P3006,8586.73,Other
RET700419,2026-08-01 00:00:00,S501177,P3018,11031.37,Other
RET700420,2026-07-06 00:00:00,S503507,P3030,15449.48,Quality Issue
RET700421,2026-08-17 00:00:00,S502040,P3025,22766.86,Quality Issue
RET700422,2026-06-02 00:00:00,S503290,P3052,11710.39,Customer Return
RET700423,2026-05-07 00:00:00,S501453,P3058,24699.37,Other
RET700424,2026-04-26 00:00:00,S504762,P3018,15023.9,Quality Issue
RET700425,2026-05-29 00:00:00,S503861,P3014,4433.57,Quality Issue
RET700426,2026-08-08 00:00:00,S501618,P3003,5155.23,Customer Return
RET700427,2026-07-11 00:00:00,S500435,P3026,18044.72,Damaged
RET700428,2026-08-21 00:00:00,S502328,P3028,1734.75,Wrong Product
RET700429,2026-03-09 00:00:00,S501647,P3038,12268.37,Customer Return
RET700430,2026-08-09 00:00:00,S503164,P3019,4131.37,Wrong Product
RET700431,2026-02-16 00:00:00,S504763,P3013,11113.86,Customer Return
RET700432,2026-05-07 00:00:00,S501441,P3047,18872.98,Customer Return
RET700433,2026-02-04 00:00:00,S504444,P3034,11740.92,Damaged
RET700434,2026-08-03 00:00:00,S504861,P3011,4504.55,Quality Issue
RET700435,2026-01-07 00:00:00,S500934,P3001,6672.17,Other
RET700436,2026-07-03 00:00:00,S504279,P3015,9504.72,Customer Return
RET700437,2026-04-26 00:00:00,S502556,P3051,2204.25,Damaged
RET700438,2026-02-21 00:00:00,S501147,P3045,14816.27,Wrong Product
RET700439,2026-04-20 00:00:00,S503997,P3029,15384.58,Quality Issue
RET700440,2026-02-15 00:00:00,S500381,P3001,2022.72,Customer Return
RET700441,2026-05-17 00:00:00,S500825,P3035,10356.63,Wrong Product
RET700442,2026-07-05 00:00:00,S501539,P3037,10643.02,Customer Return
RET700443,2026-01-23 00:00:00,S503376,P3044,8678.58,Other
RET700444,2026-05-11 00:00:00,S501638,P3001,14164.62,Other
RET700445,2026-05-07 00:00:00,S504288,P3008,8975.96,Quality Issue
RET700446,2026-07-08 00:00:00,S500525,P3046,10702.03,Wrong Product
RET700447,2026-01-09 00:00:00,S503108,P3014,20039.33,Other
RET700448,2026-02-22 00:00:00,S501094,P3020,4471.68,Damaged
RET700449,2026-07-15 00:00:00,S500105,P3006,15668.31,Quality Issue
RET700450,2026-06-26 00:00:00,S501740,P3007,12887.06,Customer Return
RET700451,2026-08-05 00:00:00,S502361,P3036,7974.26,Wrong Product
RET700452,2026-07-17 00:00:00,S503127,P3031,18324.6,Wrong Product
RET700453,2026-02-17 00:00:00,S501677,P3044,14004.11,Damaged
RET700454,2026-05-03 00:00:00,S502355,P3035,12195.36,Other
RET700455,2026-03-23 00:00:00,S504917,P3040,16857.9,Wrong Product
RET700456,2026-04-19 00:00:00,S504132,P3002,20156.11,Damaged
RET700457,2026-01-07 00:00:00,S502935,P3029,24330.39,Damaged
RET700458,2026-04-09 00:00:00,S505145,P3048,15919.08,Customer Return
RET700459,2026-01-31 00:00:00,S501873,P3009,21923.78,Damaged
RET700460,2026-04-12 00:00:00,S505157,P3027,526.74,Quality Issue
RET700461,2026-02-25 00:00:00,S501043,P3031,13490.77,Wrong Product
RET700462,2026-08-12 00:00:00,S503435,P3006,5758.86,Quality Issue
RET700463,2026-04-09 00:00:00,S501442,P3037,2807.72,Damaged
RET700464,2026-07-08 00:00:00,S501846,P3018,13533.29,Damaged
RET700465,2026-08-08 00:00:00,S503502,P3015,18797.25,Quality Issue
RET700466,2026-08-24 00:00:00,S501542,P3033,10600.68,Customer Return
RET700467,2026-01-05 00:00:00,S500467,P3053,16917.63,Damaged
RET700468,2026-01-30 00:00:00,S502945,P3026,12498.12,Quality Issue
RET700469,2026-01-22 00:00:00,S504295,P3027,11208.6,Quality Issue
RET700470,2026-05-25 00:00:00,S501592,P3039,7611.29,Wrong Product
RET700471,2026-05-18 00:00:00,S502816,P3040,9873.54,Customer Return
RET700472,2026-07-18 00:00:00,S504073,P3042,9069.99,Other
RET700473,2026-07-15 00:00:00,S503573,P3040,16331.59,Quality Issue
RET700474,2026-06-19 00:00:00,S504337,P3020,3342.45,Wrong Product
RET700475,2026-01-27 00:00:00,S501194,P3010,2769.59,Other
RET700476,2026-05-07 00:00:00,S500294,P3041,16670.32,Wrong Product
RET700477,2026-05-15 00:00:00,S500922,P3055,13884.3,Wrong Product
RET700478,2026-01-23 00:00:00,S501339,P3052,11039.9,Customer Return
RET700479,2026-03-16 00:00:00,S503199,P3059,4234.85,Damaged
RET700480,2026-04-27 00:00:00,S504564,P3038,10570.16,Customer Return
RET700481,2026-05-16 00:00:00,S502415,P3047,19848.43,Other
RET700482,2026-01-08 00:00:00,S504854,P3035,22295.72,Customer Return
RET700483,2026-04-11 00:00:00,S503476,P3042,17713.13,Damaged
RET700484,2026-01-05 00:00:00,S501542,P3033,1967.85,Customer Return
RET700485,2026-07-18 00:00:00,S502499,P3015,16925.04,Customer Return
RET700486,2026-03-27 00:00:00,S500908,P3013,6404.15,Customer Return
RET700487,2026-08-16 00:00:00,S502494,P3041,8223.66,Quality Issue
RET700488,2026-05-10 00:00:00,S505053,P3027,5298.89,Quality Issue
RET700489,2026-08-04 00:00:00,S502128,P3009,19506.02,Customer Return
RET700490,2026-06-28 00:00:00,S503089,P3005,16390.75,Damaged
RET700491,2026-07-13 00:00:00,S504648,P3022,15489.96,Damaged
RET700492,2026-08-28 00:00:00,S503991,P3011,16865.33,Damaged
RET700493,2026-01-12 00:00:00,S503752,P3024,6300.92,Damaged
RET700494,2026-02-16 00:00:00,S502098,P3010,11393.79,Wrong Product
RET700495,2026-08-22 00:00:00,S503175,P3027,16014.72,Customer Return
RET700496,2026-07-02 00:00:00,S500388,P3054,16096.55,Customer Return
RET700497,2026-01-26 00:00:00,S500299,P3014,19900.37,Wrong Product
RET700498,2026-04-12 00:00:00,S504435,P3027,7534.05,Damaged
RET700499,2026-04-30 00:00:00,S503461,P3052,19373.23,Other
RET700500,2026-06-22 00:00:00,S504062,P3056,11284.52,Other
RET700501,2026-07-09 00:00:00,S500474,P3052,16919.23,Wrong Product
RET700502,2026-03-11 00:00:00,S504712,P3029,11665.12,Other
RET700503,2026-08-03 00:00:00,S505058,P3057,23740.95,Quality Issue
RET700504,2026-01-02 00:00:00,S504888,P3048,4892.91,Customer Return
RET700505,2026-01-26 00:00:00,S503214,P3017,17037.62,Other
RET700506,2026-01-14 00:00:00,S504109,P3005,14625.11,Quality Issue
RET700507,2026-03-23 00:00:00,S500449,P3002,4731.91,Customer Return
RET700508,2026-04-12 00:00:00,S502222,P3053,2117.16,Quality Issue
RET700509,2026-07-04 00:00:00,S501983,P3043,20079.04,Customer Return
RET700510,2026-02-01 00:00:00,S503612,P3024,4357.56,Customer Return
RET700511,2026-03-03 00:00:00,S502643,P3037,5069.41,Other
RET700512,2026-04-25 00:00:00,S501921,P3036,24471.64,Wrong Product
RET700513,2026-07-25 00:00:00,S502317,P3039,18072.89,Other
RET700514,2026-01-30 00:00:00,S501275,P3036,6636.93,Damaged
RET700515,2026-05-21 00:00:00,S504869,P3023,14978.25,Quality Issue
RET700516,2026-06-17 00:00:00,S501616,P3015,13585.74,Damaged
RET700517,2026-01-31 00:00:00,S504984,P3035,21189.6,Customer Return
RET700518,2026-02-06 00:00:00,S503619,P3034,18368.36,Other
RET700519,2026-06-22 00:00:00,S502307,P3057,20877.17,Damaged
RET700520,2026-04-12 00:00:00,S500260,P3050,5681.91,Damaged
RET700521,2026-05-08 00:00:00,S503207,P3031,16185.37,Damaged
RET700522,2026-03-27 00:00:00,S501513,P3044,1485.9,Customer Return
RET700523,2026-02-28 00:00:00,S504739,P3007,2189.05,Customer Return
RET700524,2026-01-28 00:00:00,S502129,P3011,17981.41,Customer Return
RET700525,2026-05-02 00:00:00,S503439,P3057,1098.29,Damaged
RET700526,2026-03-02 00:00:00,S505179,P3029,14704.24,Quality Issue
RET700527,2026-05-27 00:00:00,S502177,P3059,21089.92,Other
RET700528,2026-06-20 00:00:00,S504508,P3056,9808.57,Other
RET700529,2026-07-06 00:00:00,S503509,P3044,1598.59,Customer Return
RET700530,2026-01-16 00:00:00,S504711,P3060,17989.26,Damaged
RET700531,2026-03-10 00:00:00,S504995,P3029,23277.32,Quality Issue
RET700532,2026-02-13 00:00:00,S503081,P3060,18070.7,Wrong Product
RET700533,2026-04-23 00:00:00,S500232,P3036,14671.96,Customer Return
RET700534,2026-07-13 00:00:00,S500730,P3010,6135.71,Wrong Product
RET700535,2026-05-18 00:00:00,S503013,P3005,876.7,Other
RET700536,2026-06-24 00:00:00,S502930,P3014,17519.47,Other
RET700537,2026-01-19 00:00:00,S500318,P3031,6160.14,Quality Issue
RET700538,2026-03-25 00:00:00,S501531,P3052,21524.99,Quality Issue
RET700539,2026-04-03 00:00:00,S501111,P3053,11925.92,Wrong Product
RET700540,2026-08-05 00:00:00,S500716,P3034,13500.57,Other
RET700541,2026-07-28 00:00:00,S501342,P3013,18971.45,Quality Issue
RET700542,2026-06-28 00:00:00,S503405,P3041,19596.05,Quality Issue
RET700543,2026-08-31 00:00:00,S503313,P3048,16244.95,Other
RET700544,2026-05-21 00:00:00,S503121,P3038,23491.58,Other
RET700545,2026-07-10 00:00:00,S503088,P3054,24566.31,Damaged
RET700546,2026-08-25 00:00:00,S505193,P3045,23698.69,Quality Issue
RET700547,2026-05-24 00:00:00,S500202,P3006,20692.39,Wrong Product
RET700548,2026-09-03 00:00:00,S502141,P3039,17787.82,Customer Return
RET700549,2026-06-30 00:00:00,S501673,P3027,16751.48,Customer Return
RET700550,2026-06-12 00:00:00,S501057,P3023,3041.88,Other
RET700551,2026-04-10 00:00:00,S503672,P3032,7151.37,Wrong Product
RET700552,2026-07-06 00:00:00,S500419,P3047,639.36,Damaged
RET700553,2026-02-08 00:00:00,S502599,P3016,3866.54,Quality Issue
RET700554,2026-03-08 00:00:00,S500626,P3007,11261.12,Damaged
RET700555,2026-03-14 00:00:00,S504941,P3017,4090.15,Wrong Product
RET700556,2026-08-20 00:00:00,S503831,P3038,22590.75,Damaged
RET700557,2026-07-08 00:00:00,S501879,P3058,20239.63,Other
RET700558,2026-02-19 00:00:00,S501945,P3055,2254.49,Customer Return
RET700559,2026-02-22 00:00:00,S502930,P3014,6598.39,Other
RET700560,2026-02-15 00:00:00,S502768,P3056,20567.26,Quality Issue
RET700561,2026-02-21 00:00:00,S503384,P3008,20174.63,Other
RET700562,2026-05-04 00:00:00,S503541,P3038,23663.54,Wrong Product
RET700563,2026-06-06 00:00:00,S500394,P3015,24939.92,Wrong Product
RET700564,2026-01-05 00:00:00,S502857,P3034,24418.62,Quality Issue
RET700565,2026-07-14 00:00:00,S502920,P3043,10548.38,Quality Issue
RET700566,2026-03-15 00:00:00,S502619,P3006,6633.05,Customer Return
RET700567,2026-04-05 00:00:00,S500632,P3015,19081.05,Damaged
RET700568,2026-03-16 00:00:00,S502857,P3034,7832.19,Customer Return
RET700569,2026-07-28 00:00:00,S500322,P3042,20256.81,Other
RET700570,2026-06-17 00:00:00,S503507,P3030,13581.89,Damaged
RET700571,2026-08-21 00:00:00,S504670,P3004,19951.22,Quality Issue
RET700572,2026-07-19 00:00:00,S501694,P3046,7259.06,Wrong Product
RET700573,2026-04-26 00:00:00,S501064,P3018,12946.67,Other
RET700574,2026-05-10 00:00:00,S503112,P3054,14318.58,Customer Return
RET700575,2026-03-09 00:00:00,S501477,P3055,23606.15,Quality Issue
RET700576,2026-07-09 00:00:00,S502918,P3018,7031.64,Damaged
RET700577,2026-03-21 00:00:00,S503262,P3009,23448.86,Damaged
RET700578,2026-08-21 00:00:00,S502794,P3031,20219.04,Wrong Product
RET700579,2026-07-05 00:00:00,S503087,P3053,18406.9,Quality Issue
RET700580,2026-04-15 00:00:00,S503812,P3009,19778.32,Quality Issue
RET700581,2026-08-01 00:00:00,S503971,P3003,15332.91,Other
RET700582,2026-03-10 00:00:00,S503352,P3055,6479.96,Other
RET700583,2026-07-05 00:00:00,S500959,P3016,5142.63,Damaged
RET700584,2026-06-12 00:00:00,S504144,P3007,21725.37,Customer Return
RET700585,2026-05-22 00:00:00,S501583,P3028,18265.92,Damaged
RET700586,2026-05-23 00:00:00,S503177,P3060,5723.5,Other
RET700587,2026-05-14 00:00:00,S502417,P3048,15569.79,Other
RET700588,2026-01-16 00:00:00,S500460,P3036,11464.89,Other
RET700589,2026-03-28 00:00:00,S502295,P3041,4387.05,Damaged
RET700590,2026-05-04 00:00:00,S502312,P3006,13530.5,Quality Issue
RET700591,2026-08-11 00:00:00,S501230,P3044,7397.22,Customer Return
RET700592,2026-08-22 00:00:00,S501531,P3052,2857.98,Customer Return
RET700593,2026-06-23 00:00:00,S504626,P3045,11940.48,Other
RET700594,2026-07-10 00:00:00,S501388,P3058,14957.66,Wrong Product
RET700595,2026-05-20 00:00:00,S502798,P3039,1649.21,Damaged
RET700596,2026-02-10 00:00:00,S501364,P3029,10351.27,Quality Issue
RET700597,2026-04-29 00:00:00,S504503,P3001,6812.72,Other
RET700598,2026-01-19 00:00:00,S500453,P3018,1250.94,Wrong Product
RET700599,2026-03-17 00:00:00,S503905,P3053,3578.73,Other
RET700600,2026-04-19 00:00:00,S504910,P3017,3906.34,Wrong Product
RET700601,2026-04-29 00:00:00,S500578,P3023,4980.42,Customer Return
RET700602,2026-07-24 00:00:00,S503920,P3050,20182.75,Wrong Product
RET700603,2026-04-23 00:00:00,S503013,P3005,11267.55,Customer Return
RET700604,2026-01-02 00:00:00,S503265,P3058,4103.61,Customer Return
RET700605,2026-01-20 00:00:00,S501932,P3038,2957.28,Damaged
RET700606,2026-04-29 00:00:00,S504243,P3021,7799.54,Wrong Product
RET700607,2026-04-05 00:00:00,S504502,P3023,20051.38,Quality Issue
RET700608,2026-05-17 00:00:00,S500183,P3011,9429.27,Quality Issue
RET700609,2026-01-21 00:00:00,S503178,P3010,4417.49,Wrong Product
RET700610,2026-01-08 00:00:00,S500236,P3013,10400.85,Damaged
RET700611,2026-06-16 00:00:00,S500638,P3011,14105.13,Quality Issue
RET700612,2026-06-14 00:00:00,S503006,P3025,1224.81,Other
RET700613,2026-01-29 00:00:00,S504275,P3013,15877.22,Quality Issue
RET700614,2026-07-30 00:00:00,S502480,P3012,10179.97,Damaged
RET700615,2026-02-04 00:00:00,S503473,P3034,738.28,Customer Return
RET700616,2026-08-25 00:00:00,S500525,P3046,17010.29,Customer Return
RET700617,2026-02-07 00:00:00,S502791,P3037,17953.5,Customer Return
RET700618,2026-03-31 00:00:00,S502371,P3005,15906.57,Damaged
RET700619,2026-07-22 00:00:00,S501285,P3013,8877.29,Customer Return
RET700620,2026-08-16 00:00:00,S501636,P3048,13475.32,Customer Return
RET700621,2026-06-12 00:00:00,S501724,P3022,9985.36,Damaged
RET700622,2026-03-09 00:00:00,S502447,P3036,17665.23,Other
RET700623,2026-05-11 00:00:00,S504433,P3036,14797.71,Quality Issue
RET700624,2026-04-19 00:00:00,S504215,P3010,2504.08,Damaged
RET700625,2026-04-21 00:00:00,S501582,P3021,16255.79,Damaged
RET700626,2026-01-12 00:00:00,S502461,P3003,17337.34,Wrong Product
RET700627,2026-02-01 00:00:00,S500580,P3009,9582.2,Customer Return
RET700628,2026-06-24 00:00:00,S503942,P3008,21956.75,Other
RET700629,2026-03-04 00:00:00,S500196,P3038,21153.85,Wrong Product
RET700630,2026-06-03 00:00:00,S500333,P3017,4791.58,Other
RET700631,2026-02-12 00:00:00,S503092,P3013,22654.52,Customer Return
RET700632,2026-04-17 00:00:00,S504719,P3007,11301.37,Customer Return
RET700633,2026-07-24 00:00:00,S500658,P3048,18231.87,Customer Return
RET700634,2026-06-21 00:00:00,S500704,P3036,20445.38,Quality Issue
RET700635,2026-02-07 00:00:00,S504979,P3054,12875.25,Other
RET700636,2026-01-29 00:00:00,S501450,P3060,10278,Other
RET700637,2026-02-24 00:00:00,S501253,P3056,22928.56,Wrong Product
RET700638,2026-02-21 00:00:00,S500524,P3033,6155.91,Damaged
RET700639,2026-04-25 00:00:00,S502265,P3019,6795.77,Customer Return
RET700640,2026-01-19 00:00:00,S505086,P3055,9359.7,Customer Return
RET700641,2026-02-04 00:00:00,S502423,P3050,21556.91,Wrong Product
RET700642,2026-02-17 00:00:00,S500036,P3050,23500.31,Other
RET700643,2026-08-21 00:00:00,S500776,P3055,5891.66,Quality Issue
RET700644,2026-08-07 00:00:00,S500028,P3019,21664.82,Other
RET700645,2026-04-20 00:00:00,S500086,P3024,6825.97,Quality Issue
RET700646,2026-07-07 00:00:00,S502236,P3056,24280.71,Quality Issue
RET700647,2026-01-31 00:00:00,S502353,P3048,15136.49,Other
RET700648,2026-01-03 00:00:00,S503494,P3048,673.62,Customer Return
RET700649,2026-06-12 00:00:00,S504282,P3010,1336.18,Quality Issue
RET700650,2026-03-29 00:00:00,S505125,P3053,4113.37,Wrong Product
